trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-12811.7073591826	-12667.005054253	-144.702304929607	2128.64798115483	0.442741222981684	0.653975689232706	7.11226489562106	224.680706341379	-12667.005054253
stderr.of.mean	0.0999891982867275	0.143274754270064	0.0980818695693396	18.3430904830458	0.00289704082543744	0.00523957525960054	0.00756913663199472	0.0519153515882535	0.143274754270064
stdev	5.62745829105189	5.31924461501771	3.10381347721381	789.776367958334	0.039476818143262	0.0724174251697674	0.226401062460248	4.86122184142129	5.31924461501771
variance	31.6682868175286	28.2943632743949	9.63365810133405	623746.711385458	0.00155841917071618	0.00524428346821887	0.0512574410831291	23.6314777915114	28.2943632743949
median	-12811.3620652599	-12666.685014173	-144.63851366321	1984.48395553481	0.441443500794889	0.657971255333027	7.10437813848604	224.654782117926	-12666.685014173
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1999.35377219352	0.440976637154758	0.649788345090687	7.10867129232848	224.628120182995	NaN
HPD95.lower	-12843.4128197932	-12696.8356474338	-162.906129630289	551.103961091697	0.319364182635934	0.36397718960932	6.32214945586652	205.872460361248	-12696.8356474338
HPD95.upper	-12803.0792250244	-12658.8226704804	-139.732366708697	3611.80547199331	0.509363635681969	0.763999295848686	7.49720888500153	232.716140746202	-12658.8226704804
ACT	2841.34593303257	6529.53010767008	8987.28990820984	4854.8884676646	48469.3792968569	47113.8414954094	10059.5436140548	1026.46283003538	6529.53010767008
ESS	3167.54813110496	1378.36871131474	1001.42535646685	1853.82219590503	185.686306087762	191.028787174507	894.682735648704	8768.07200090212	1378.36871131474
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
