trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14338.0383011023	-14182.9381007163	-155.100200385943	1826.2039278621	0.361463444214493	0.646709386275841	8.72314586212507	261.696192043888	-14182.9381007163
stderr.of.mean	0.0872780053962405	0.0792238655171024	0.143566809057202	18.0856897807906	0.00329218809952726	0.00719766756645858	0.00754380446505221	0.0549470241028831	0.0792238655171024
stdev	5.3398759219949	4.98238241749501	3.22542351390234	648.928915194386	0.0330275939703966	0.07432766412938	0.236882178643685	5.2534082337794	4.98238241749501
variance	28.5142748623008	24.8241345541634	10.4033568440341	421108.736975363	0.00109082196347338	0.00552460165492992	0.0561131665589788	27.5982980707412	24.8241345541634
median	-14337.6401518167	-14182.5782019634	-154.982379330482	1712.48986317451	0.360151701716822	0.65073913259479	8.7170235279596	261.637850765181	-14182.5782019634
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1724.15284491653	0.359954358183371	0.642279310390103	8.71993518645883	261.643472917173	NaN
HPD95.lower	-14364.9909106795	-14209.7368643655	-173.940829230667	451.144903033299	0.260051647636024	0.349433681644407	7.7798994722252	237.931018691146	-14209.7368643655
HPD95.upper	-14329.9612859133	-14175.3742620342	-150.037566771745	3042.07257947622	0.417157681287489	0.766496716930289	9.12271855751925	270.413516563357	-14175.3742620342
ACT	2404.30634677272	2275.51891797169	17831.05787141	6990.66372833708	89424.7875440385	84396.6306786332	9127.64157875327	984.574449006267	2275.51891797169
ESS	3743.32497690269	3955.18575078354	504.742907846797	1287.44570612338	100.644354291228	106.640513106154	986.026885734629	9141.10660609141	3955.18575078354
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
