trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-16273.719477623	-16126.3932744785	-147.326203144527	3542.65617900561	0.38339463135163	0.780969767196181	9.77105802432651	322.776442968074	-16126.3932744785
stderr.of.mean	0.102604510916722	0.0576940166020383	0.105972084195702	74.6317710875164	0.00535199445527548	0.00912300217504682	0.00664365914671273	0.0948166037703572	0.0576940166020383
stdev	5.66150492962613	5.14850410183889	2.89029734448382	1387.92363487868	0.0356177564436085	0.0635987589164344	0.230263965928273	5.95706155005108	5.14850410183889
variance	32.052638068181	26.5070944866518	8.35381873953023	1926332.01625485	0.00126862457407622	0.00404480213571074	0.053021494005017	35.486582311097	26.5070944866518
median	-16273.4141611869	-16126.0639594187	-147.201902459326	3291.41275407014	0.380845998679745	0.785308297789583	9.76529487574484	322.720278110817	-16126.0639594187
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3306.2340096466	0.38173394680289	0.778262380125005	9.76834965842498	322.721494465255	NaN
HPD95.lower	-16307.9734707223	-16155.0993888299	-162.514984686438	765.976761993473	0.261332657686817	0.466762517173713	8.96049989968411	297.078839012417	-16155.0993888299
HPD95.upper	-16264.9941708613	-16118.5425065876	-142.774948603906	6114.35954041581	0.443672281150678	0.870319750797638	10.1582367505075	332.697505445318	-16118.5425065876
ACT	2956.04906937437	1130.16520827938	12098.7475067283	26023.0899303676	203207.952202557	185191.387105782	7492.12878899011	2280.0644602964	1130.16520827938
ESS	3044.63822784404	7963.52598192456	743.886918459527	345.850551340459	44.2900974221162	48.5989124043824	1201.27406421869	3947.30068238071	7963.52598192456
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
