trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-12518.9786857226	-12361.7658003449	-157.212885377709	1305.77990816414	0.399205550323339	0.623886406445723	7.45198636328215	217.333735026475	-12361.7658003449
stderr.of.mean	0.0703570779971704	0.0836042138448897	0.10518585958078	13.0627821561269	0.00346134713095076	0.0070057828983083	0.00490334259999765	0.048450181815295	0.0836042138448897
stdev	5.26398069436197	5.02137346306619	2.97423251875281	442.639100149501	0.0333182786315539	0.0669657745613353	0.233476143058313	4.77585734964228	5.02137346306619
variance	27.7094927506156	25.2141914555853	8.84605907560669	195929.37298116	0.00111010769096986	0.00448441496259959	0.0545111093773859	22.8088134241322	25.2141914555853
median	-12518.6138099896	-12361.4016356183	-157.173266100262	1234.25792274242	0.39801328315724	0.624827126517631	7.44352074678079	217.294090711047	-12361.4016356183
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1238.45666455794	0.397827322034103	0.620209417138533	7.44833998101921	217.281266309409	NaN
HPD95.lower	-12545.2892421676	-12388.1825370402	-174.001452108619	372.591805527179	0.282441397253702	0.299549473098633	6.59414658014225	197.502452267375	-12388.1825370402
HPD95.upper	-12510.9505048689	-12354.1323281362	-152.401852493577	2134.81413010292	0.454886293964994	0.72849841626654	7.85102137891541	225.286815729148	-12354.1323281362
ACT	1607.79073850817	2494.90376309081	11256.6041712315	7838.16369832365	97133.2029426364	98503.1380444461	3969.55630368476	926.255156984865	2494.90376309081
ESS	5597.80560021819	3607.3936530723	799.539529248222	1148.24088222664	92.6572966539068	91.3686627520335	2267.28110435053	9716.6530541077	3607.3936530723
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
