trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14795.2434436395	-14654.8729958398	-140.370447799788	3355.811265804	0.40055336284348	0.698753841690518	8.46537270297143	279.320291534633	-14654.8729958398
stderr.of.mean	0.122036328351985	0.0902578561265844	0.103390406660922	44.8117822789835	0.00395636381287498	0.00793841351359778	0.00849472867483575	0.0692180093855742	0.0902578561265844
stdev	5.8984512960948	5.35958148445096	3.0630551785585	1282.93528664744	0.0368725900950431	0.0741140006320741	0.241759737796257	5.43127942324759	5.35958148445096
variance	34.7917276924024	28.7251136884696	9.38230702689406	1645922.94972514	0.00135958790031707	0.00549288508969108	0.0584477708193147	29.4987961733927	28.7251136884696
median	-14794.8905977554	-14654.5228177746	-140.266882384459	3111.91983424817	0.400927480973859	0.705847204827191	8.45972680610203	279.28684486456	-14654.5228177746
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3141.19936444081	0.398838843820035	0.694622105649355	8.46192637824438	279.267492169913	NaN
HPD95.lower	-14828.6828076971	-14682.4918164615	-155.222507041424	799.176276657519	0.275759673914038	0.411569451388209	7.48952745679749	255.713375343512	-14682.4918164615
HPD95.upper	-14786.1744271223	-14646.6641817882	-135.513735729345	5736.30832843151	0.461999841236166	0.809346666663754	8.87134778268641	288.293774766632	-14646.6641817882
ACT	3852.51891217299	2552.41201546519	10254.0010061436	10980.3818459169	103616.199826575	103254.605309379	11111.5227860307	1461.76119021708	2552.41201546519
ESS	2336.15984896582	3526.11566842185	877.715927139825	819.652733966326	86.8599699184458	87.1641509163997	809.978989676813	6157.02486851731	3526.11566842185
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
