trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14510.0959505962	-14379.2289170577	-130.867033538528	4808.86772962787	0.438615398214229	0.726095061679961	8.08166540698671	274.968130088961	-14379.2289170577
stderr.of.mean	0.136221207296428	0.0562141244498144	0.133556179516293	56.6387060562584	0.00407953648172882	0.00683316655047976	0.00613193506006316	0.0809136942016151	0.0562141244498144
stdev	5.71636297118085	4.92432091752929	3.04058473092131	1891.16805681887	0.0361620336119228	0.0622184161012086	0.19948333478319	5.39116702732531	4.92432091752929
variance	32.6768056182875	24.2489364988165	9.24515550591182	3576516.61913208	0.00130769267494983	0.00387113130214314	0.0397936008562223	29.0646819165196	24.2489364988165
median	-14509.7287324833	-14378.8779913771	-130.806782520462	4464.01514521389	0.436773311649689	0.729542260433034	8.07776633187652	274.936288397915	-14378.8779913771
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4486.36175771159	0.437131352021548	0.723359481860615	8.07920578719745	274.915275318444	NaN
HPD95.lower	-14539.2711474458	-14405.1199627495	-146.348785897005	968.313812977083	0.321788428346167	0.46678771094199	7.34827424668489	251.218486029817	-14405.1199627495
HPD95.upper	-14501.3817391475	-14371.7999736219	-125.971145831584	8334.24507786469	0.499327443723391	0.821652001297188	8.41766765162883	283.921636025287	-14371.7999736219
ACT	5110.84093671586	1172.84525392732	17364.2593313246	8072.51588194412	114540.338110452	108554.697091992	8504.02177496819	2027.31388377615	1172.84525392732
ESS	1760.98221632061	7673.73186689616	518.311770647431	1114.90644696415	78.5758113558309	82.9084345597045	1058.33454313253	4439.4210842359	7673.73186689616
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
