trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14705.4770062271	-14568.6022794084	-136.874726818735	3978.3937626735	0.440903323212587	0.763729239845282	8.32959958616166	279.133466670563	-14568.6022794084
stderr.of.mean	0.102749695674248	0.0517016366858405	0.0982982331232635	64.1132776597448	0.00504699485535867	0.00788684709764881	0.00480509892309127	0.089456265250143	0.0517016366858405
stdev	5.45587643546462	4.71229378427446	2.71884621744577	1585.81920908875	0.0394277496203094	0.0630928214339459	0.203895080051749	5.50525732517537	4.71229378427446
variance	29.7665876790581	22.2057127093117	7.39212475411915	2514822.56391486	0.00155454744012181	0.00398070411649579	0.041573203669309	30.307858216397	22.2057127093117
median	-14705.1032251438	-14568.240906751	-136.786194956918	3669.87437127163	0.438761131277889	0.768338927702389	8.32586549181376	279.083054452301	-14568.240906751
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3704.29866897707	0.439149950786723	0.761044779580539	8.32710734426682	279.07918459555	NaN
HPD95.lower	-14733.8402323249	-14594.3006033353	-151.675890465337	867.902664263934	0.314329575058403	0.516771453936003	7.53075525005248	258.090622200465	-14594.3006033353
HPD95.upper	-14697.1524751305	-14561.5157265207	-132.564037043947	6976.64333612437	0.509665721679169	0.859706298222376	8.67033257368355	288.23785865252	-14561.5157265207
ACT	3192.08572588494	1083.39387417606	11764.2608313941	14710.624867435	147470.194659281	140633.716504134	4998.4307818449	2376.34114589724	1083.39387417606
ESS	2819.50447853492	8307.32037029906	765.037440854958	611.809496952341	61.0299594490541	63.9967443350288	1800.58510216642	3787.37708411047	8307.32037029906
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
