trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-17185.7855996869	-17035.1221975691	-150.663402117834	3735.11146117864	0.342898023797283	0.758625182867195	10.4972427308966	348.099358711984	-17035.1221975691
stderr.of.mean	0.113849752603055	0.0686991457262354	0.129480702026046	78.6326314497149	0.0041182029065214	0.00902699139808875	0.00670516925683661	0.0841587881036647	0.0686991457262354
stdev	5.21306768747276	4.70687453777489	2.8187191795951	1400.05948076464	0.02758130137022	0.0585732484354673	0.254885815077411	6.1624434952325	4.70687453777489
variance	27.1760747141726	22.1546679143536	7.94517781341727	1960166.54967895	0.000760728185274897	0.00343082543228297	0.0649667787276761	37.9757098319333	22.1546679143536
median	-17185.3940399106	-17034.7703953936	-150.539587847357	3488.7518077301	0.34346949363378	0.765956116608323	10.4856754361911	348.068447853995	-17034.7703953936
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3502.72349776657	0.341775518232139	0.75627477911922	10.4941626173784	348.04481822308	NaN
HPD95.lower	-17224.5195276435	-17065.8291240645	-165.096565402185	860.772245119493	0.251106257512752	0.507463742603104	9.5644626056859	324.284832776766	-17065.8291240645
HPD95.upper	-17177.9834553519	-17028.0408807906	-146.244195253697	6355.84492681429	0.387240910749575	0.845489026926754	10.9324528824526	358.30228127189	-17028.0408807906
ACT	4292.59548049271	1917.25526063369	18991.0500808407	28389.3307742674	200645.065542735	213761.725186921	6228.31639092969	1678.55491865556	1917.25526063369
ESS	2096.65691558874	4694.26277491361	473.912709496767	317.024028201392	44.8558252636573	42.1034214246258	1445.02935225109	5361.81443929676	4694.26277491361
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
