trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-17082.5898208761	-16930.2307457081	-152.35907516796	3282.96666148138	0.340420438500486	0.748603345906059	10.422498762625	342.725856066076	-16930.2307457081
stderr.of.mean	0.112215092081546	0.0864179444859734	0.0959820993898766	45.6813384337622	0.00322188571996105	0.00680828161047712	0.00705391223696221	0.0691973481619544	0.0864179444859734
stdev	5.46736972403909	4.93879002018678	2.78296557167642	1244.16823746476	0.0310864573830652	0.0674402391940452	0.260098015239578	6.0977800770049	4.93879002018678
variance	29.8921316993393	24.3916468634965	7.74489737313628	1547954.60311616	0.000966367832629132	0.00454818586255003	0.067650977531568	37.1829218675179	24.3916468634965
median	-17082.2469843117	-16929.8585175919	-152.246969235761	3043.79190261951	0.340061494973655	0.754630735590721	10.4142003971536	342.696975620713	-16929.8585175919
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3077.04536990679	0.338993157337313	0.745422140847063	10.4192612548796	342.67161214389	NaN
HPD95.lower	-17112.6583161592	-16957.2594965321	-165.978000828816	893.310425694631	0.223341926075077	0.440321168077653	9.45563302369444	318.267901989476	-16957.2594965321
HPD95.upper	-17074.2868035362	-16922.8073131801	-147.988503570938	5629.79637455571	0.39338054165033	0.848199685647365	10.8652055676982	352.824086934094	-16922.8073131801
ACT	3791.30010344299	2755.5560528763	10705.5092694897	12132.8248837354	96676.3639748768	91723.2274458213	6619.55106793002	1158.98522128103	2755.5560528763
ESS	2373.88224472833	3266.16473310551	840.697978343722	741.797568682049	93.0951437348104	98.1223649736501	1359.62392428742	7765.50022790815	3266.16473310551
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
