trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-20062.3909000153	-19893.1320708924	-169.258829122903	3110.72312360954	0.2783893214128	0.818735629394388	13.9980854724912	441.746717980199	-19893.1320708924
stderr.of.mean	0.163025493629457	0.0816185564159082	0.146948245038737	58.3235005764688	0.0032886508778702	0.00728054024111942	0.00825293659555966	0.0830975213299991	0.0816185564159082
stdev	5.43282433974905	5.00556691620603	2.55963116966803	1086.70453814374	0.0216243602190132	0.0480888988427107	0.312215650992798	7.01655052643522	5.00556691620603
variance	29.5155803065697	25.0557001526163	6.55171172473613	1180926.7532222	0.000467612954881639	0.00231254219190447	0.0974786127248568	49.2319812900183	25.0557001526163
median	-20062.0232634596	-19892.7919041966	-169.144334573954	2924.48583756308	0.278818424960405	0.82531899335114	13.9924729064565	441.722773813017	-19892.7919041966
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2941.0437810486	0.277536452691011	0.817263359525597	13.9946067165801	441.690991638316	NaN
HPD95.lower	-20097.0135637458	-19921.7467761365	-182.012004984075	877.1567562673	0.202274995056527	0.563517198281158	12.8246909560742	411.815747300674	-19921.7467761365
HPD95.upper	-20054.1109433267	-19885.4963128575	-165.250358497799	5147.32856636092	0.313453352275881	0.886863102907943	14.5206572246066	453.281964030161	-19885.4963128575
ACT	8104.05222069716	2392.84068655686	29663.1000600864	25924.2805602697	208157.238460746	206290.893819871	6288.54519819155	1262.32544018363	2392.84068655686
ESS	1110.56786838249	3761.2616880694	303.410634147111	347.168747039142	43.2370263294843	43.6281981882278	1431.18952259232	7129.77787938012	3761.2616880694
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
