trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-11513.8203962365	-11352.131683262	-161.688712974554	966.945531616085	0.441609352357277	0.666338182902102	6.99806622807839	192.235724759474	-11352.131683262
stderr.of.mean	0.0650144089552957	0.0533125125698798	0.052285704555066	4.96169323535492	0.00211900754462747	0.00351682271483116	0.0044142247143388	0.0393152285559243	0.0533125125698798
stdev	5.18653959073829	4.74194523165992	2.37327757684262	324.227351912594	0.0403513277369823	0.0699019082402146	0.231122049826051	4.49026536384448	4.74194523165992
variance	26.9001929262957	22.4860445800622	5.63244645674396	105123.375728253	0.00162822965013736	0.00488627677562338	0.0534174019157958	20.1624830377414	22.4860445800622
median	-11513.4484106755	-11351.8165381144	-161.584084210272	915.282306123315	0.440546195150444	0.670805294120302	6.9908547922061	192.21533204613	-11351.8165381144
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	917.883823240588	0.439773000327516	0.66255743534956	6.9942598644225	192.183291300127	NaN
HPD95.lower	-11539.7511736603	-11377.0667533878	-175.809599477863	291.476627617421	0.304587744625289	0.39670185081496	6.1683568124932	174.618366874466	-11377.0667533878
HPD95.upper	-11505.962400159	-11344.932640514	-157.977472011432	1573.26638254744	0.509839559432361	0.77279200454002	7.39071348798286	199.6868807639	-11344.932640514
ACT	1414.18540921967	1137.59518150851	4368.2890362641	2107.67202150453	24819.4330322476	22780.6125534157	3282.98292591815	689.953947630548	1137.59518150851
ESS	6364.15843447725	7911.51381993847	2060.32611974256	4270.16153755052	362.623110217959	395.077172700983	2741.43978299337	13044.4938113744	7911.51381993847
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
