trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-13894.2633391635	-13750.3612437049	-143.902095458527	2683.71795630797	0.414375373707094	0.67610392911303	7.87563532698553	253.323633159743	-13750.3612437049
stderr.of.mean	0.093928834415223	0.0485805144806375	0.077518502420458	24.9121948308061	0.00350037863589675	0.00656234488603736	0.00479711133156838	0.0587012094384727	0.0485805144806375
stdev	5.38431071040855	4.82763775756167	2.94154407902709	997.788259915556	0.0353302720805284	0.0686907659166284	0.216692160001071	5.17435415596093	4.82763775756167
variance	28.9908018262202	23.3060863182351	8.65268156885934	995581.411625312	0.00124822812528417	0.00471842132221303	0.0469554922059296	26.7739409313101	23.3060863182351
median	-13893.882250215	-13749.9952500364	-143.816184157267	2504.82339821793	0.413621959816513	0.679171426178671	7.86889527888929	253.287238733322	-13749.9952500364
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2520.67732982107	0.412874040584661	0.672503358013331	7.87265978808608	253.270789018488	NaN
HPD95.lower	-13921.737320268	-13776.4014714025	-159.989270764589	617.456678718455	0.297705109887894	0.411129159468776	7.07111906886644	228.127907412216	-13776.4014714025
HPD95.upper	-13886.0922197777	-13743.1173873129	-139.234403607964	4549.26660560677	0.476026735897622	0.786806063352983	8.24084486016298	261.901436713143	-13743.1173873129
ACT	2738.92505207646	911.375560537144	6250.32407820917	5610.34687437989	88344.3123131543	82141.7391781526	4410.78315638297	1158.30866967214	911.375560537144
ESS	3285.99718096585	9875.292239234	1439.94133542251	1604.19671038518	101.875262417543	109.56792600264	2040.47664120048	7770.03594607258	9875.292239234
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
