trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-19753.6774218272	-19578.7083974126	-174.969024414591	2212.07317293574	0.278221458683488	0.80904365624375	13.6413184423623	423.822826223501	-19578.7083974126
stderr.of.mean	0.0742451951855956	0.0596260703349008	0.107567419828749	56.5586589802213	0.00467999410542806	0.00972055022286253	0.00891344373040127	0.0726890354938862	0.0596260703349008
stdev	4.97807742707376	4.67794155161187	2.62916988766274	771.756867245045	0.0290899969682672	0.0641343904349788	0.307559284582417	6.84211430935634	4.67794155161187
variance	24.7812548699413	21.8831371602968	6.91253429819249	595608.662139886	0.000846227923613792	0.0041132200364663	0.0945927135328479	46.8145282222987	21.8831371602968
median	-19753.3628258774	-19578.3775841326	-174.835027445657	2080.16457591172	0.276793270728165	0.81501578700491	13.6262966464163	423.789059836182	-19578.3775841326
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2091.12541195487	0.27670615266999	0.806403654777581	13.6378680359671	423.767604952797	NaN
HPD95.lower	-19781.4941372693	-19604.7118547219	-191.441361122886	560.876281136808	0.188536919566328	0.513914378923972	12.5340811672181	394.32509204476	-19604.7118547219
HPD95.upper	-19746.0849250268	-19571.6019178925	-170.892820746788	3650.67732397378	0.331153524515318	0.908820490867491	14.1644430558702	435.163656603241	-19571.6019178925
ACT	2001.96242391971	1462.19502870668	15064.9159588116	48337.002090901	232940.910972823	206748.450623209	7559.20076104684	1015.78003088284	1462.19502870668
ESS	4495.6388254173	6155.19805723906	597.421188714682	186.194832337237	38.6368369661354	43.5316442414475	1190.61528916896	8860.28443793858	6155.19805723906
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
