trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-12718.5490581711	-12586.1996326989	-132.349425472215	3154.45737731834	0.481328992622478	0.662737074067418	6.74118728801043	223.561668820174	-12586.1996326989
stderr.of.mean	0.0891171139203462	0.0676440874118386	0.100185250940461	33.9511473768726	0.00346935194759176	0.00587437736457434	0.00419913998107891	0.0631690962399233	0.0676440874118386
stdev	5.37915939661982	4.8704375458993	3.44993666221074	1249.48411084907	0.0435855603033092	0.0745761475381886	0.184670057734424	4.84230952048609	4.8704375458993
variance	28.9353558142433	23.7211618885056	11.9020629732658	1561210.54326428	0.0018997010669534	0.00556160178163767	0.0341030302236355	23.4479614921902	23.7211618885056
median	-12718.1640314483	-12585.8910999651	-132.219359582622	2922.9145811861	0.480383570685649	0.66666285074576	6.73663651937911	223.528518663488	-12585.8910999651
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2938.61516861204	0.479348703423102	0.658345320182207	6.73866314860469	223.509235008319	NaN
HPD95.lower	-12747.064101937	-12610.1274414862	-148.871640828241	737.948280576448	0.30347448293717	0.321370574069293	6.06489213512689	203.177463850595	-12610.1274414862
HPD95.upper	-12710.3564182992	-12578.7630918579	-126.920021162589	5490.92667220211	0.555590436944546	0.774513412962484	7.05440758498995	231.577315991245	-12578.7630918579
ACT	2470.2215653218	1736.06601752906	7589.75656117619	6644.92288841675	57023.511907946	55842.6865044292	4653.39848588238	1531.6048896381	1736.06601752906
ESS	3643.43835644053	5184.19225370809	1185.82195982914	1354.43257222574	157.83138742014	161.1688219779	1934.09183144422	5876.25441841374	5184.19225370809
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
