trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-15999.4619787345	-15857.4035499385	-142.058428795933	4276.91660662819	0.398333628049242	0.799726996119414	9.59096437930666	320.527342946248	-15857.4035499385
stderr.of.mean	0.0721910913664224	0.055812956032958	0.0699438232098757	36.3415280651482	0.00160650904196452	0.00270343977844503	0.00603493686761414	0.124496794936515	0.055812956032958
stdev	5.53394687237533	5.03252307743728	2.68913849942778	1558.19004822395	0.013754972632118	0.0146065085468839	0.227506103356596	5.93575614071718	5.03252307743728
variance	30.6245679862727	25.3262885249388	7.23146586910469	2427956.22638414	0.000189199272110314	0.000213350091930192	0.051759027064502	35.2332009620617	25.3262885249388
median	-15999.0531510499	-15857.0418848439	-141.975121202298	4005.75560443528	0.398137115505504	0.800338586266105	9.58441006622206	320.521599404776	-15857.0418848439
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4023.62369447395	0.398096598676275	0.799593756001903	9.58827105537331	320.472376677843	NaN
HPD95.lower	-16030.2025224079	-15884.5695946471	-157.801318982788	968.95137636095	0.340672863248409	0.767674383939824	8.71642930875371	295.707966096579	-15884.5695946471
HPD95.upper	-15991.077276029	-15849.7788168475	-137.816668243084	7224.02914194043	0.421769450351845	0.825933022432994	9.97282521704619	330.271744747578	-15849.7788168475
ACT	1531.58023549296	1106.98314595777	6088.56439876202	4895.62366419761	122769.191737763	308306.77933109	6332.88887976671	3959.19370704258	1106.98314595777
ESS	5876.3490096248	8130.29541855676	1478.19738949135	1838.39702913012	73.3091085198668	29.1920275626985	1421.16815419814	2273.21537311769	8130.29541855676
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
