trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14851.4267448533	-14715.7220273582	-135.704717495082	4399.5008531217	0.43080425744401	0.746503476716108	8.3511765300125	282.444161427252	-14715.7220273582
stderr.of.mean	0.125717938192894	0.0494051564593992	0.115725119635503	46.0607262501029	0.00399300405413125	0.00657963884255194	0.00592640920843224	0.0811798154942805	0.0494051564593992
stdev	5.54103840007851	4.82485022650535	2.73740935386716	1684.77252903853	0.0346486922970415	0.0591939960143874	0.20221305193638	5.51623693842148	4.82485022650535
variance	30.7031065511447	23.2791797082088	7.49340997063941	2838458.47460287	0.00120053187789506	0.00350392916415131	0.040890118373425	30.4288699608056	23.2791797082088
median	-14851.0739253505	-14715.3769949606	-135.616316611344	4090.75869384186	0.431058625859304	0.752990990669314	8.34702569062895	282.418504452202	-14715.3769949606
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4113.72753396075	0.429400862824487	0.744062460632123	8.34873113373821	282.390290672662	NaN
HPD95.lower	-14883.6337148409	-14747.0839715002	-150.686779821962	1018.64550588525	0.322059451183115	0.49207987830116	7.58948342476863	259.612422948444	-14747.0839715002
HPD95.upper	-14842.9959059327	-14708.4145076614	-131.36241854737	7584.55303674841	0.489107136843762	0.831860977922661	8.69053652111136	291.539985638931	-14708.4145076614
ACT	4632.91880894009	943.668360983572	16084.8973016616	6727.00153716233	119527.63188651	111196.547471311	7730.49693880386	1949.18385277677	943.668360983572
ESS	1942.64142566725	9537.35482942262	559.537299567977	1337.90663645315	75.2972334342362	80.9386640562923	1164.23304623837	4617.36843714287	9537.35482942262
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
