trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-17217.7096845754	-17072.9721399251	-144.737544650285	4254.06380134326	0.348799707374333	0.753440909994473	10.5074946293595	349.483544318848	-17072.9721399251
stderr.of.mean	0.121498907653245	0.0549808402707245	0.116919435985557	80.1520971045954	0.00437689701625352	0.0082295931586186	0.00677456193384678	0.0810080880686452	0.0549808402707245
stdev	5.26972684790137	4.63047302621707	2.92781986926031	1626.23198436854	0.031980350006441	0.0640122978899171	0.242037321816385	6.1289200413538	4.63047302621707
variance	27.7700210514925	21.4412804465239	8.57212918683545	2644630.46698325	0.00102274278653447	0.00409757428114749	0.0585820651520484	37.5636608733083	21.4412804465239
median	-17217.3776161143	-17072.6586458146	-144.661189137108	3951.96545874203	0.34503243753357	0.754274886726819	10.5027817704876	349.441182187137	-17072.6586458146
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3979.03349286021	0.347365686643641	0.750668440948294	10.5047099271992	349.42980515028	NaN
HPD95.lower	-17245.2102086587	-17098.3074230196	-163.040502136665	854.531289787571	0.257000031812668	0.504640462916742	9.60587218480692	323.252776640708	-17098.3074230196
HPD95.upper	-17209.6419768613	-17065.9201398193	-140.068025382509	7266.55315550183	0.401790738833755	0.853283935360349	10.9122894982356	359.58970997257	-17065.9201398193
ACT	4784.21895271997	1268.86242807977	14352.4890845535	21862.8760225987	168581.044683715	148755.285471357	7050.83037678291	1572.28533142018	1268.86242807977
ESS	1881.20570754463	7093.04633885353	627.075899307678	411.661301591656	53.3873782600271	60.5027241316609	1276.45958263805	5724.21545895272	7093.04633885353
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
