trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-11427.0417574738	-11307.5686768514	-119.473080622394	4818.09021600568	0.603129627593374	0.692481224196195	5.62365839134574	194.291469227724	-11307.5686768514
stderr.of.mean	0.143278348643993	0.0683765463944309	0.126947000599845	73.3234630684378	0.00700843014092313	0.00967347840637171	0.00395509628940703	0.0964134810942723	0.0683765463944309
stdev	6.12430182324695	5.34419554616921	2.90464351404308	1956.80963159143	0.0481478378966053	0.0647451624312227	0.158730526351874	4.4845527112678	5.34419554616921
variance	37.5070728222259	28.5604260356948	8.43695394367253	3829103.934289	0.00231821429411778	0.00419193605824541	0.0251953799959431	20.1112130201393	28.5604260356948
median	-11426.6704520338	-11307.212870287	-119.394017130945	4453.46824647304	0.60290135667203	0.698598068283246	5.61772149991239	194.213035389625	-11307.212870287
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4466.95333497707	0.601193971154286	0.689322122045103	5.62142440021537	194.239740076856	NaN
HPD95.lower	-11459.7087582409	-11335.5408361056	-134.126394573026	1039.42733624155	0.441608154564281	0.422526049588076	5.04363236221118	176.363380807352	-11335.5408361056
HPD95.upper	-11417.6597441712	-11299.4700123976	-114.848604790719	8433.7511729585	0.68267093516596	0.789559670166037	5.89449699712868	201.770431217929	-11299.4700123976
ACT	4925.95536751809	1473.30326283241	17191.0229215536	12636.6306455842	190691.101521075	200906.13227421	5587.73393898481	4159.87011506144	1473.30326283241
ESS	1827.07704973272	6108.789837808	523.534872885076	712.223080061696	47.1972731197701	44.7975375272072	1610.68871536771	2163.55312811662	6108.789837808
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
