trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-13561.7876900971	-13424.9844277222	-136.803262374892	3546.5198334827	0.448973928358355	0.695236458345595	7.5390420879287	247.096255301264	-13424.9844277222
stderr.of.mean	0.150191833870037	0.048681094180016	0.165342611133236	55.1814126831283	0.00505575755578282	0.00932107450922654	0.00440345896068711	0.0820468171874258	0.048681094180016
stdev	5.585648164532	4.80279590388093	2.92351359955492	1376.46744587344	0.0380786634750839	0.0679053536442122	0.196024857219826	5.13277472630845	4.80279590388093
variance	31.1994654179397	23.0668484943354	8.54693176678258	1894662.62954934	0.00144998461204869	0.00461113705354553	0.038425744648053	26.3453763910308	23.0668484943354
median	-13561.4030152774	-13424.5772226489	-136.70374196306	3289.16833314189	0.448861796810159	0.702788373926429	7.5347223821029	247.060405828813	-13424.5772226489
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3312.1421235831	0.447346562707676	0.691755084946407	7.53649810572145	247.042945013503	NaN
HPD95.lower	-13597.1585887994	-13456.3187369994	-150.223545918093	795.149899421119	0.308340042332735	0.41706517890398	6.83957735553625	225.561296800836	-13456.3187369994
HPD95.upper	-13553.3233962266	-13417.8580482023	-132.1822407264	6142.64156609672	0.514649936903097	0.796910010013061	7.86797922899427	255.621164422597	-13417.8580482023
ACT	6507.10773106401	924.644750568195	28787.3611479005	14464.2609826988	158654.207931394	169576.800880642	4541.59207434899	2299.64912964493	924.644750568195
ESS	1383.11833336258	9733.57605120175	312.640674279254	622.230199715376	56.727773674253	53.0738871901163	1981.70594202697	3913.68399812785	9733.57605120175
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
