trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-13855.7904635643	-13718.3379490338	-137.45251453054	3272.22565059749	0.423189014990279	0.672917033136518	7.85932102801641	254.613906193409	-13718.3379490338
stderr.of.mean	0.0967699248763625	0.0828842362320815	0.131488053280628	76.1032799790532	0.00471983072631849	0.0101610889217216	0.00501162327147281	0.08605001917834	0.0828842362320815
stdev	6.04358005646005	5.5529678893111	3.15203908666176	1265.02880732281	0.0281578032157115	0.0537487293540678	0.206618789116193	5.18602493738887	5.5529678893111
variance	36.5248598988416	30.8354523797202	9.93535040384349	1600297.88335656	0.000792861881934735	0.00288892590717683	0.042691324015842	26.8948546512193	30.8354523797202
median	-13855.3866278445	-13717.9364550184	-137.372691713853	3039.09285513036	0.422137126815069	0.677597264291914	7.85516731197421	254.556734138026	-13717.9364550184
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3059.43458419661	0.42224980414188	0.670724731426237	7.85660706084678	254.561080368198	NaN
HPD95.lower	-13887.8272380427	-13747.6653274156	-152.896217588114	683.052344717854	0.335620141769404	0.504706964375248	7.01941128426674	232.800480757795	-13747.6653274156
HPD95.upper	-13846.5732829823	-13709.9419914952	-132.441630725242	5603.70824727135	0.469544416633397	0.753498836481145	8.20511118302736	263.161510843646	-13709.9419914952
ACT	2307.46306674976	2005.10012867557	15661.4479666825	32572.3001622456	252870.295961148	321652.261919569	5294.92386379773	2477.8513608396	2005.10012867557
ESS	3900.43079332027	4488.60377159562	574.665894184653	276.311465729153	35.5917644094615	27.9808385188677	1699.76004027842	3632.21948751212	4488.60377159562
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
