trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-17931.3683938736	-17774.4405354512	-156.927858422399	2957.25818532244	0.302927309767547	0.721486338019055	11.4802221455822	365.839472054033	-17774.4405354512
stderr.of.mean	0.11234606008996	0.0504417724560223	0.167747767604181	84.3301092767451	0.004795010873058	0.0125246757664515	0.00513404731301208	0.0778503557986363	0.0504417724560223
stdev	5.23593260227702	4.71121396888951	2.9680174161368	1087.28925243354	0.0279603671107766	0.0719631250993977	0.258136214175209	6.34111033053682	4.71121396888951
variance	27.4149902155874	22.1955370606596	8.80912738249136	1182197.91845749	0.000781782128969395	0.00517869137407156	0.0666343050687094	40.2096802240408	22.1955370606596
median	-17930.9785605985	-17774.0751961045	-156.845324375941	2759.59970693396	0.300607037039564	0.72147873710193	11.4727344387402	365.792152684375	-17774.0751961045
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2781.70206612845	0.301634423193527	0.717795749868052	11.4773252014775	365.784522444501	NaN
HPD95.lower	-17965.6295358315	-17804.1248423532	-173.374061029413	799.864185344291	0.219680211773129	0.477809160516838	10.5234864346427	339.986042157671	-17804.1248423532
HPD95.upper	-17923.4518041896	-17767.3571030125	-152.210297715848	5012.20529210287	0.349244181750426	0.829334911349774	11.917354478623	376.314690794986	-17767.3571030125
ACT	4143.52637197085	1031.70973566154	28749.0248237035	54139.9244309782	264689.042843616	272618.587465343	3560.11781073305	1356.541528585	1031.70973566154
ESS	2172.08705630107	8723.48073194157	313.057575176582	166.237764359535	34.0025408808383	33.0135229724354	2528.0343175348	6634.59231461049	8723.48073194157
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
