trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-22016.4590327122	-21855.9860964564	-160.472936255779	5435.99527791108	0.271762246418265	0.840682377172822	15.148309213765	511.435725241111	-21855.9860964564
stderr.of.mean	0.195971979501259	0.067057518947831	0.187076581748085	131.57431310375	0.00404034680760979	0.00851324114588461	0.00932752809338437	0.124532289066708	0.067057518947831
stdev	5.66009275688126	5.05628505560171	2.4339772450629	2017.39406326748	0.0222430226934322	0.046569749561117	0.296866196639468	7.64060334878488	5.05628505560171
variance	32.0366500164997	25.5660185635011	5.92424522948401	4069878.80650688	0.000494752058540539	0.00216874157418515	0.0881295387071833	58.3788195334627	25.5660185635011
median	-22016.0982657304	-21855.6324201164	-160.362854697945	5058.46051005228	0.271973309368839	0.84830197308302	15.1440507260993	511.366516865399	-21855.6324201164
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	5102.53758880326	0.27084738035318	0.839362465910493	15.1454025940363	511.378662346222	NaN
HPD95.lower	-22046.1019153983	-21884.2548836798	-175.801377737823	1192.65500999789	0.204805348966075	0.646070983828582	13.8527618592915	481.199381807197	-21884.2548836798
HPD95.upper	-22007.8206707774	-21848.3299659963	-156.6732407974	9257.0066161589	0.308165184972255	0.905946865429363	15.6443151381724	524.131548557665	-21848.3299659963
ACT	10789.0541153987	1582.97614943177	53167.756348175	38282.7612827623	296956.057842631	300763.115788192	8884.93272954552	2390.84346480339	1582.97614943177
ESS	834.188048714536	5685.55628790157	169.277408304797	235.095371870485	30.3078511527437	29.9242145314726	1012.96208693528	3764.40370626276	5685.55628790157
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
