trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-15178.0440299186	-15036.5434572265	-141.50057269216	3565.92082442078	0.404153256115312	0.734975328917855	8.69973366097205	289.129660132788	-15036.5434572265
stderr.of.mean	0.0948405538153584	0.0512956084559411	0.0894445517615792	61.6302023655216	0.00448993805599837	0.00815188522154862	0.00614662446736265	0.0850444117420001	0.0512956084559411
stdev	5.46390915194884	4.82410964547344	2.7935710163659	1375.10763311914	0.0338518097357803	0.0625863472866509	0.217732556161202	5.59497503402617	4.82410964547344
variance	29.8543032207503	23.2720338715499	7.80403902347958	1890921.00266252	0.00114594502238747	0.00391705086668528	0.0474074660124908	31.3037456313762	23.2720338715499
median	-15177.6526424012	-15036.185934657	-141.430309307519	3297.02413521014	0.403278243919561	0.741382065423367	8.69428106149775	289.087624915273	-15036.185934657
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3334.86466908305	0.402729579014144	0.732217563086875	8.69701378203843	289.07553275754	NaN
HPD95.lower	-15208.6497591614	-15063.8105587518	-157.431271272466	885.108346319915	0.299872708006302	0.444678902081851	7.8833273311516	264.89660930651	-15063.8105587518
HPD95.upper	-15169.7415631684	-15029.294355874	-137.022858068768	6128.51970399793	0.460336356104666	0.831653539763642	9.06679904552859	298.465746091055	-15029.294355874
ACT	2711.58818289802	1017.57994808583	9226.36987500292	18078.2468120997	158328.619744704	152686.067725232	7172.47639756704	2079.39869162513	1017.57994808583
ESS	3319.12495295695	8844.61217708753	975.475742023312	497.841416457279	56.8444291026609	58.9451292713636	1254.81068199163	4328.22240210514	8844.61217708753
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
