trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-13565.0512728103	-13434.2295448689	-130.821727941397	4316.76307667565	0.483800964519424	0.729374817026325	7.28648691059415	247.088496454525	-13434.2295448689
stderr.of.mean	0.135342303271967	0.0550974329147919	0.111773662018867	40.4927609473148	0.00426622898820004	0.0064896102633875	0.00536986382601751	0.0803710318887323	0.0550974329147919
stdev	5.50905875451974	4.72102625218075	2.75171533157222	1713.00974561014	0.0399784252115468	0.0637374319465977	0.18506929972578	5.08620019277804	4.72102625218075
variance	30.3497283607505	22.2880888737798	7.57193726600959	2934402.38855533	0.00159827448239524	0.00406246023114717	0.0342506457009906	25.8694324010154	22.2880888737798
median	-13564.6954453953	-13433.8967850641	-130.676567858082	3998.07565246275	0.484409350926293	0.737251734212783	7.28369094888426	247.044790496341	-13433.8967850641
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4018.71178542338	0.482128311516279	0.726439805930225	7.28413937975324	247.036146206576	NaN
HPD95.lower	-13599.0400008554	-13463.4799389507	-148.705224677778	914.217197869172	0.348520562902116	0.452951370857742	6.53906740093982	225.564211138882	-13463.4799389507
HPD95.upper	-13556.6355332096	-13427.0788970451	-126.545592052134	7550.38255686926	0.550381270302279	0.82192779027716	7.5954607880899	255.505633617555	-13427.0788970451
ACT	5431.93828671948	1225.83610355972	14849.5899696413	5028.95351297433	102489.522170256	93301.9280738046	7577.05241014471	2247.26712180502	1225.83610355972
ESS	1656.88553973529	7342.00924076598	606.084074940785	1789.65663070466	87.8148303301578	96.4621008997869	1187.81018169414	4004.90885692799	7342.00924076598
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
