trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-11808.5539800193	-11654.6385834823	-153.915396537007	1383.54426544199	0.46985087741558	0.683221435845545	6.82688493700816	199.620929916411	-11654.6385834823
stderr.of.mean	0.084272772076702	0.0580154853406523	0.0614158870622108	11.1926971951676	0.00272945946081432	0.00461442762591511	0.00367191714218833	0.0483517394597309	0.0580154853406523
stdev	5.52616828468164	5.01100678257683	2.43109929057399	502.644851372877	0.0438816329648439	0.0740180945284926	0.206168178196165	4.57666526920112	5.01100678257683
variance	30.5385359106212	25.110188975031	5.91024376062934	252651.846611662	0.00192559771166127	0.00547867831762887	0.0425053177007257	20.9458649863118	25.110188975031
median	-11808.151000868	-11654.250626811	-153.809556722297	1290.65878054712	0.46923830879475	0.688871735027095	6.82046255180857	199.585156216469	-11654.250626811
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1303.70933442925	0.46778818476408	0.679018488418609	6.82377926159684	199.568462459953	NaN
HPD95.lower	-11836.8674768774	-11682.7454046068	-167.166949722824	354.746003555634	0.299948472425636	0.364750300793719	6.04472535932875	180.34315336006	-11682.7454046068
HPD95.upper	-11800.18428446	-11647.0929782132	-150.127150748956	2338.10823006072	0.54334735275793	0.794988255827626	7.17634225285956	207.204993520788	-11647.0929782132
ACT	2092.99821054305	1206.36960877455	5743.79027726231	4462.61624249367	34820.1185116366	34978.5969716428	2854.86113364153	1004.54272908701	1206.36960877455
ESS	4300.09923308287	7460.48303483245	1566.92698819947	2016.77659716732	258.474134629733	257.303058990514	3152.55263870572	8959.39987359208	7460.48303483245
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
