trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-17155.9180999472	-17001.3857158733	-154.532384073927	3251.162496461	0.347855193731223	0.792915585116153	10.9433828784085	351.067942244185	-17001.3857158733
stderr.of.mean	0.114380662788735	0.0590016658287778	0.100306123364674	74.3780916002364	0.00469488403439622	0.00899884234841416	0.0052928650334291	0.091433728482039	0.0590016658287778
stdev	5.68646603969922	5.1751836716701	2.52462916073911	1194.38555100562	0.0282359346735786	0.0528851389381025	0.251510449617448	6.19814858157942	5.1751836716701
variance	32.3358960206525	26.7825260355208	6.37375239925424	1426556.84445099	0.000797268006890596	0.0027968379205024	0.0632575062667706	38.417045839335	26.7825260355208
median	-17155.5459006864	-17001.0324050093	-154.417848782488	3034.5480837022	0.347418398916584	0.79996238682564	10.9387673381914	351.04074757623	-17001.0324050093
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3056.29687987111	0.346707328406183	0.791098061988557	10.9404949965699	351.013216438383	NaN
HPD95.lower	-17185.4054169575	-17029.7858729701	-168.51942323057	804.938713289775	0.249023886067017	0.540552797236447	9.97066573754003	323.935271405594	-17029.7858729701
HPD95.upper	-17147.2314369187	-16993.4968233699	-150.589114169835	5503.35841763592	0.397409604417479	0.871628766183647	11.364131640737	361.269051207774	-16993.4968233699
ACT	3641.35337676038	1169.82128906422	14206.9945264046	34901.4515463299	248821.504348396	260584.450415208	3985.76860213956	1958.5352981727	1169.82128906422
ESS	2471.635973987	7693.56831178848	633.497815690203	257.871796193142	36.1709090360542	34.5381314413023	2258.05883341264	4595.32182462938	7693.56831178848
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
