trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-17743.0486569838	-17594.7293296471	-148.319327336724	3521.84671013298	0.358208565341067	0.821236576215317	10.9995978713129	366.768393986634	-17594.7293296471
stderr.of.mean	0.0698471964173252	0.0716127961612306	0.0723064358309201	27.3492330639644	0.00219572631373021	0.00371799627379205	0.00654677519770033	0.106062400484442	0.0716127961612306
stdev	5.13965105409377	4.61479565801611	2.86789086785197	1219.1884598618	0.0144194990915398	0.0188236070926608	0.247877394344311	6.37360070850345	4.61479565801611
variance	26.4160129578472	21.2963389652444	8.22479802990871	1486420.50066019	0.000207921954050919	0.000354328183978871	0.0614432026269252	40.6227859914357	21.2963389652444
median	-17742.6902445395	-17594.4252608329	-148.218386856586	3304.00764985592	0.357855348865741	0.823096939918543	10.9969613102552	366.744130152072	-17594.4252608329
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3335.01482741108	0.357918643943558	0.821020286379853	10.996807764547	366.713014532263	NaN
HPD95.lower	-17774.9707111454	-17623.0970802696	-164.31577813663	1000.7763229543	0.309292134233922	0.778735865858592	10.1149815368509	339.710437852123	-17623.0970802696
HPD95.upper	-17735.2413937858	-17587.7226605091	-143.793742662373	5816.62687530669	0.382471662575777	0.847276744212493	11.4123130170348	377.311066921225	-17587.7226605091
ACT	1662.16142045689	2167.29895386702	5720.98983904798	4528.88327284396	208688.527365813	351119.307572336	6278.03195249392	2492.2735525216	2167.29895386702
ESS	5414.69672513881	4152.68045229363	1573.17182047254	1987.26693928419	43.1269515080893	25.6325978261558	1433.58620473805	3611.20070102016	4152.68045229363
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
