trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5689.0556338992	-5584.7362112376	-104.319422661593	9.4022199844223	137.486809688574	1.48184277537467	2.32330158608556	66.3666705901147	-5584.7362112376
stderr.of.mean	0.0653606748062062	0.0315896702901138	0.0570881577824442	0.0350743924718189	0.190464485349613	0.00153709623013518	0.00121935383670318	0.0182921838082623	0.0315896702901138
stdev	6.7197721063054	4.8659445345473	4.6004885970708	2.08876105750461	33.4824816791952	0.100171934932657	0.117521654862707	2.44048975455691	4.8659445345473
variance	45.1553371606801	23.6774162132907	21.1644953317784	4.36292275534779	1121.07657939764	0.0100344165481525	0.0138113393616692	5.95599024209726	23.6774162132907
median	-5688.72377502554	-5584.35521752074	-104.393848841569	9.11101950196313	133.128579861548	1.48164593242182	2.31786679506191	66.3277960347648	-5584.35521752074
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	9.18624553049055	133.635301342641	1.47843801647607	2.32034340957872	66.3218244878418	NaN
HPD95.lower	-5722.23367975386	-5611.55891587444	-122.568662958447	4.22169684435269	53.8862913362033	1.04268715184387	1.89999827756842	57.1042121801262	-5611.55891587444
HPD95.upper	-5678.6716377234	-5577.46408646819	-96.5794941724696	13.2680415395797	199.051583622018	1.64587732804219	2.5243393657474	70.4433707602668	-5577.46408646819
ACT	4257.3218027698	1896.5678805499	6929.41630703882	12688.6466719653	1456.14709759449	10595.5255463639	4844.35783334464	2528.07322744182	1896.5678805499
ESS	10570.2603854664	23727.5978684993	6494.19778030777	3546.55631631912	30904.1580169615	4247.17016660332	9289.36332701302	17800.5128615428	23727.5978684993
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
