trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-6075.78674622085	-5955.76837818769	-120.018368033159	4.73079970311174	144.873098642206	1.22182617648029	2.74218099867494	72.3034284255015	-5955.76837818769
stderr.of.mean	0.0388936609083496	0.0278339237484454	0.035802120540999	0.00609327478061228	0.18382273072649	0.000680081973076793	0.00116981647924372	0.0129620686449656	0.0278339237484454
stdev	5.63932324371359	4.75581120316139	3.76008309023486	0.648042163491734	34.4639976518033	0.0934764426098127	0.1536370183496	2.58374387871573	4.75581120316139
variance	31.8019666470883	22.6177402001154	14.1382248454702	0.419958645663047	1187.7671341435	0.00873784532298561	0.0236043334073552	6.67573243080098	22.6177402001154
median	-6075.42066051069	-5955.42884316088	-119.999979192615	4.67828546708277	140.561529079293	1.22015640663207	2.73555719285683	72.2802089502928	-5955.42884316088
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4.68745133482868	140.990395627993	1.21824593867265	2.73790292232212	72.2572689960896	NaN
HPD95.lower	-6102.00162142677	-5978.3410224592	-135.836399663939	2.85071087963662	61.3258528289313	0.879544296370469	2.21009644085087	62.8979652354818	-5978.3410224592
HPD95.upper	-6067.21267491545	-5948.5748179908	-113.88029065845	5.87734364968499	207.607486310019	1.37916035689809	3.00575369542057	76.5921742013202	-5948.5748179908
ACT	2140.50468545574	1541.3886922332	4079.76483521879	3978.3914589474	1280.20534536347	2381.93928538111	2608.89285398579	1132.56262660233	1541.3886922332
ESS	21023.5465989736	29195.1019407061	11030.2926314592	11311.3554722708	35151.3920504868	18892.589024493	17249.0794059437	39733.7850843643	29195.1019407061
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
