trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5187.39858835392	-5086.85938121709	-100.539207136826	10.2915873039073	129.244286337995	1.22731903967783	1.97959042610332	58.1930416999888	-5086.85938121709
stderr.of.mean	0.0578618256401185	0.0327939119328599	0.0500654313275798	0.0371609407682449	0.189602589897826	0.00133168934092503	0.000963857254972708	0.0155320896389892	0.0327939119328599
stdev	6.49159976720047	4.88902851568131	4.63668552479103	2.18361827968069	32.6782630838289	0.0866675433737843	0.106140049971127	2.25513311247634	4.88902851568131
variance	42.1408675375172	23.902599827145	21.4988526558067	4.76818879135566	1067.86887817594	0.00751126307444678	0.0112657102078732	5.08562535498724	23.902599827145
median	-5187.00413453628	-5086.44284676892	-100.550824900794	9.99074841577841	124.809152392459	1.22493636335732	1.97439583212235	58.1680550893277	-5086.44284676892
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	10.0786749070864	125.353156692726	1.22426110075065	1.9767639056883	58.149356165224	NaN
HPD95.lower	-5224.02293204281	-5117.19230042522	-119.372715181519	5.17372535014819	49.8782225256958	0.878149565890412	1.58550230063286	48.8657226136788	-5117.19230042522
HPD95.upper	-5177.43711927088	-5079.57412292843	-92.8763686761324	14.2322235798952	189.916966160137	1.37251382247061	2.16105578530844	61.9526135254475	-5079.57412292843
ACT	3575.14208220338	2024.66802857359	5246.54200765367	13032.6421695207	1514.89703144335	10624.4238422537	3710.90109423345	2134.65613799191	2024.66802857359
ESS	12587.1920514738	22226.3597611624	8577.26859603	3452.94525965298	29705.649338506	4235.61791850111	12126.7042309291	21081.1470752066	22226.3597611624
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
