trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-6249.89013474932	-6144.3562983103	-105.533836439013	6.43691876368536	189.11416228597	1.36684247986345	2.56612174862622	75.9514588925475	-6144.3562983103
stderr.of.mean	0.0461123307109719	0.0258361449498275	0.0375386248450471	0.011304649253288	0.256528565797713	0.000979946561980539	0.000978696567690756	0.0150029585341447	0.0258361449498275
stdev	6.10995614997023	4.5842169775897	4.08567961031879	0.993520027979143	47.006059335254	0.096004521711203	0.127700801666883	2.64630827319527	4.5842169775897
variance	37.331564154559	21.0150452976217	16.6927778781747	0.987082045995678	2209.56961422942	0.00921686818899686	0.0163074947463645	7.00294747678172	21.0150452976217
median	-6249.48829358103	-6143.96447784961	-105.514690013057	6.33897117355518	182.841153520248	1.36509404301226	2.5603565663827	75.9168369181021	-6143.96447784961
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	6.36278151027317	183.588156529233	1.36346310311619	2.56296208899864	75.9053634276347	NaN
HPD95.lower	-6286.93564681219	-6168.9795575508	-123.63359155664	3.61338155979836	67.6535237014493	0.987961702746565	2.1385212247043	64.9984220359262	-6168.9795575508
HPD95.upper	-6240.51380555753	-6137.47648383846	-98.811294499788	8.22699301184578	275.414626936573	1.52749858645589	2.78546745091362	80.3762246283982	-6137.47648383846
ACT	2563.12905932645	1429.34678102495	3798.7491607474	5826.03977428563	1340.22060569058	4688.50004011502	2643.14748350655	1446.39017264625	1429.34678102495
ESS	17557.0558323059	31483.6123727308	11846.2678360016	7724.11479211329	33577.307951337	9598.16564252306	17025.5350035554	31112.6284256123	31483.6123727308
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
