trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-6255.47941770944	-6146.68232529051	-108.797092418933	6.20816295308566	179.467901430562	1.35512167052002	2.60686116912603	75.7867825922137	-6146.68232529051
stderr.of.mean	0.0457835411165835	0.0287692070690566	0.0396297994843284	0.0116975641012859	0.245627205976918	0.00103310489996216	0.00106717358624202	0.0147115102766363	0.0287692070690566
stdev	6.1133467899544	4.78248588746717	4.11056972385949	0.995846824528883	43.9349672833223	0.0987975761125017	0.132912975769424	2.63761317431918	4.78248588746717
variance	37.3730089742457	22.8721712638227	16.8967834547103	0.99171089792426	1930.2813501866	0.00976096104570557	0.0176658591278834	6.95700325734213	22.8721712638227
median	-6255.10999121266	-6146.33931386347	-108.808419166698	6.10540850968501	173.909754396384	1.35428348723699	2.60156809031376	75.7523656228568	-6146.33931386347
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	6.13128283512261	174.39137103451	1.35150816393358	2.60349026258034	75.7409155365506	NaN
HPD95.lower	-6290.03293266198	-6175.3122118479	-127.037828310993	3.33458781873354	67.8739069136332	0.946549090648106	2.13730107810394	65.2891692268902	-6175.3122118479
HPD95.upper	-6246.07950639925	-6139.48382206921	-102.020000001601	8.00155753601416	259.304518096935	1.51886058672018	2.83568364489457	80.1775290690397	-6139.48382206921
ACT	2523.90618832018	1628.39928681017	4182.65674511924	6208.95189869709	1406.51651253743	4920.49479513853	2901.0010465085	1399.92518226767	1628.39928681017
ESS	17829.9020020039	27635.1140438973	10758.9512461217	7247.7610930507	31994.6474846683	9145.62495716106	15512.2315637083	32145.2893126082	27635.1140438973
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
