trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-6975.56130128654	-6845.44367690153	-130.117624385006	3.29846119617948	179.979386508314	1.36596821265184	3.50309201972778	88.9877012951461	-6845.44367690153
stderr.of.mean	0.0322475798928837	0.0251563939234165	0.0272810555627498	0.00337547559864337	0.219323081053463	0.000756404533076116	0.00133681946145032	0.0144784739837047	0.0251563939234165
stdev	5.37578844956795	4.63552496198758	3.37073960506331	0.408816425253472	42.0089106868199	0.113075421801181	0.188853267401569	2.92458398854749	4.63552496198758
variance	28.8991014545082	21.48809167321	11.3618854851423	0.167130869557028	1764.74857709321	0.012786051015515	0.0356655566082484	8.55319150606833	21.48809167321
median	-6975.19490406389	-6845.12258479344	-130.097598614021	3.27075638881323	174.805749369971	1.36340544262006	3.49386807224658	88.9507157744598	-6845.12258479344
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3.27351442443542	175.323459209957	1.361280975987	3.49803821979238	88.9396371401437	NaN
HPD95.lower	-7004.50034322645	-6869.15953740826	-145.073672347215	1.85976881337969	68.9253668314299	0.925897862213833	2.87293057404286	76.3975144116457	-6869.15953740826
HPD95.upper	-6967.3934470065	-6838.43804343558	-124.618702391357	4.01090054063304	256.68585674507	1.55534106686244	3.82546580901153	93.8628059946202	-6838.43804343558
ACT	1619.28177778161	1325.29158030335	2947.70790420832	3067.79112304271	1226.58697774488	2013.65157628875	2254.80519221011	1102.88415604931	1325.29158030335
ESS	27790.7159936367	33955.5465897548	15266.438012991	14668.860491182	36687.9812165753	22347.9575761259	19957.8217024998	40803.0161220198	33955.5465897548
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
