trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5595.18903507788	-5488.07402926088	-107.115005816997	8.21367111039473	133.40543895958	1.35877703920408	2.30475559265997	64.5121094693956	-5488.07402926088
stderr.of.mean	0.0665074488449828	0.0357779346511221	0.077322030833127	0.0289957816745164	0.174304527361661	0.00133014581633709	0.00144805349074708	0.0155061317436262	0.0357779346511221
stdev	6.74401274198559	5.10111369716715	5.03990425398981	1.70287800061922	32.227395038659	0.0944297017247524	0.126860572203525	2.40991590392567	5.10111369716715
variance	45.481707864064	26.0213609514263	25.4006348893846	2.89979348499291	1038.60499097779	0.0089169685678257	0.0160936047798057	5.80769466399386	26.0213609514263
median	-5594.82894416394	-5487.71439629021	-107.16093858894	7.99276712118016	129.350520971025	1.35879277395364	2.29893164242016	64.468179393218	-5487.71439629021
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	8.04751647692959	129.727988773945	1.35547555794146	2.3012887614966	64.4671160431287	NaN
HPD95.lower	-5626.8965428194	-5513.75564566511	-128.645870272567	3.78542825111698	50.293258247668	0.933232824268079	1.85653313223938	55.2011578827646	-5513.75564566511
HPD95.upper	-5584.75503103543	-5480.33731712477	-98.7500129934259	11.3311269026558	192.18053579526	1.51390937945408	2.52160145408254	68.541761468299	-5480.33731712477
ACT	4376.39312777514	2213.67081585697	10591.9139968716	13047.1328900993	1316.37444730787	8928.81415106907	5863.11471465486	1863.0121063385	2213.67081585697
ESS	10282.6685551619	20328.6774517912	4248.61833406988	3449.11026652827	34185.561784515	5039.97498868446	7675.27196551688	24154.9691743246	20328.6774517912
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
