trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5434.9563861652	-5337.50241792771	-97.4539682374876	9.89065904575244	147.647398471818	1.31537325259377	2.11084604673785	62.6061247091574	-5337.50241792771
stderr.of.mean	0.0625832834612728	0.0354614585374668	0.0588910721156538	0.0299796894973075	0.201150928891688	0.00112892578939184	0.00100033299595114	0.0169156459257255	0.0354614585374668
stdev	6.9247366881766	5.24499102369491	5.01222343089553	1.91955911681397	36.7368219548667	0.0841316107575934	0.108177380511986	2.3514150053407	5.24499102369491
variance	47.951978200579	27.5099308386401	25.1223837212182	3.68470720294363	1349.59408734358	0.00707812792866721	0.0117023456544349	5.5291525273414	27.5099308386401
median	-5434.55367448369	-5337.05923165869	-97.4825321561434	9.65747086104007	143.193334772419	1.31461612035066	2.10648293389085	62.5673612189315	-5337.05923165869
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	9.71382158946573	143.30743430149	1.31267550222734	2.10809061790857	62.5620069846375	NaN
HPD95.lower	-5469.7415904345	-5367.37089120978	-119.308784056288	4.08970550264989	49.6719016638372	0.980588129139236	1.73969690430846	53.4693306769331	-5367.37089120978
HPD95.upper	-5424.30295200803	-5329.73597520303	-89.1555145735055	13.3845650400584	215.366551403678	1.45430634942828	2.29614154226121	66.5340957142062	-5329.73597520303
ACT	3675.55287857897	2057.00905524537	6212.27382427957	10976.4977129499	1349.12885652472	8102.60922910551	3847.94432953571	2328.79422276235	2057.00905524537
ESS	12243.3281431658	21876.9090419158	7243.88545529361	4099.75942935866	33355.5981568137	5553.88995415837	11694.8157629479	19323.7339564597	21876.9090419158
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
