trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5098.89328201708	-5017.84886966665	-81.0444123504331	14.896721845354	160.129238809718	1.22530315719137	1.79274538780485	57.6293552206822	-5017.84886966665
stderr.of.mean	0.0901202782612747	0.0369152823590283	0.0854290611061217	0.0527589656015494	0.216659863345485	0.00112175247881977	0.00102454565970123	0.0222906308492236	0.0369152823590283
stdev	7.60982133274835	4.82981116414765	6.02895834148075	3.13453898796852	40.4452103911915	0.0710881105324816	0.0898507948784616	2.22957527306824	4.82981116414765
variance	57.9093807163519	23.3270758813253	36.3483386833104	9.82533466709471	1635.81504358775	0.00505351945907832	0.00807316534029138	4.97100589827732	23.3270758813253
median	-5098.61159603122	-5017.45591461829	-81.1244748160136	14.5157015019209	154.899446847987	1.22577975934798	1.78939433218859	57.6054652378049	-5017.45591461829
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	14.5825086573384	155.319926977768	1.22322966685132	1.79050687849325	57.5862308212272	NaN
HPD95.lower	-5140.97486173329	-5053.2092683235	-105.458537965188	6.74870528286459	58.186404264227	0.937487737711637	1.48013500299484	48.1010270507083	-5053.2092683235
HPD95.upper	-5086.93571179129	-5010.65917878379	-71.0120617786047	20.5799531992544	234.109907567158	1.34191023994016	1.94599657843709	61.3387768626357	-5010.65917878379
ACT	6311.15201412179	2628.84270218005	9035.23003803529	12748.4594156556	1291.32406781375	11205.0202831491	5851.01622253366	4497.9327144317	2628.84270218005
ESS	7130.39392797164	17118.1790232947	4980.614750323	3529.91671642592	34848.7270714222	4016.14623292346	7691.14257907719	10004.818403711	17118.1790232947
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
