trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5817.84039348767	-5708.65384929182	-109.186544195848	6.53118631066889	149.994758165377	1.26737707372106	2.49430950224046	68.1789233249824	-5708.65384929182
stderr.of.mean	0.0428401444599784	0.02587623591803	0.0410806964852812	0.0108131398132425	0.195950507867392	0.000778541865040675	0.00109542724292875	0.0136337093165487	0.02587623591803
stdev	5.90855174409904	4.58725961100203	4.12098019894599	0.9934945445659	36.4954758767945	0.0876828047812243	0.134274492381168	2.49602303381337	4.58725961100203
variance	34.9109837126958	21.0429507387305	16.9824778001049	0.987031410082204	1331.91975947369	0.00768827425430229	0.0180296393042202	6.23013098532689	21.0429507387305
median	-5817.44632311694	-5708.28912768206	-109.19261812724	6.44524629868668	145.440719631269	1.26646624892395	2.48879435819819	68.1469127332545	-5708.28912768206
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	6.45745667802214	145.786894561355	1.26433177716764	2.49071378106979	68.1332487119203	NaN
HPD95.lower	-5852.42890976215	-5732.78195937218	-126.572744069843	3.62770261674612	54.7338945192521	0.893485222117576	2.0389739248096	56.6085203423841	-5732.78195937218
HPD95.upper	-5808.85468531435	-5701.82210627861	-102.448290433885	8.29886256063443	216.487859031643	1.41297077020832	2.72228948397061	72.3259172108801	-5701.82210627861
ACT	2365.65974822457	1431.88480061936	4471.84821458967	5330.7114764426	1297.26063140358	3547.70572527546	2994.97050756119	1342.58996373206	1431.88480061936
ESS	19022.6003692092	31427.8075865705	10063.1769775149	8441.83749183721	34689.2512658085	12684.5357210415	15025.5235857546	33518.0518368457	31427.8075865705
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
