trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5494.67665966393	-5392.48693133754	-102.189728326382	10.0296500385351	135.026470844215	1.33319194740289	2.11213815986242	62.9448281675777	-5392.48693133754
stderr.of.mean	0.0646299789105988	0.028926782874402	0.0554364488611959	0.0368601047517705	0.19435473641981	0.00142653868096861	0.00108233213286478	0.016510113893113	0.028926782874402
stdev	6.47139360850672	4.72855443649492	4.61279678089225	2.24559364295666	33.4330156624103	0.0946309796939233	0.11032237095817	2.37153499660027	4.72855443649492
variance	41.8789352362216	22.3592270588958	21.2778941418099	5.04269080928737	1117.76653628297	0.00895502231783172	0.0121710255338321	5.62417824009982	22.3592270588958
median	-5494.30793932613	-5392.07316692931	-102.275407610876	9.69134964792874	130.759794657548	1.33311355258652	2.10772598755372	62.9205801769637	-5392.07316692931
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	9.79589821225972	131.118516626437	1.32981587295294	2.1092731393932	62.9001569515266	NaN
HPD95.lower	-5538.32975349701	-5421.51074842366	-120.106684732812	4.61939560566921	51.7552147407582	0.93769232006719	1.73192049880465	53.8182876588376	-5421.51074842366
HPD95.upper	-5484.65855799176	-5385.46602203739	-94.4736811560018	14.157276997509	196.369622610567	1.48877605407439	2.30232423319011	66.8753420584647	-5385.46602203739
ACT	4488.33134548996	1684.0539441747	6499.42108064474	12124.4850787243	1520.72843888294	10226.1685206426	4331.1821086775	2180.98950720401	1684.0539441747
ESS	10026.2205563809	26721.8280956276	6923.84743835307	3711.58030281769	29591.7396225296	4400.57289386154	10390.0041307062	20633.2950485811	26721.8280956276
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
