trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5826.9842993605	-5719.28583824177	-107.698461118729	6.72733340196737	154.145824683947	1.25713847422261	2.41432463052121	68.5298709489497	-5719.28583824177
stderr.of.mean	0.0470876221800704	0.0298627451619066	0.0487624882647359	0.0132373447654329	0.201296733748244	0.000873712193351251	0.00109342277826826	0.0138243774805663	0.0298627451619066
stdev	6.23346568397389	4.9458586672483	4.4762858844203	1.10261418460285	37.5415292262545	0.0894075018804137	0.129217812643515	2.48574962853425	4.9458586672483
variance	38.8560944332801	24.4615179563952	20.0371353190605	1.21575804008741	1409.36641664572	0.00799370139249618	0.0166972431043746	6.17895121575817	24.4615179563952
median	-5826.58759281918	-5718.8951691755	-107.717580350884	6.61365334109695	149.331759179851	1.25660381222479	2.40830852279312	68.4860025644425	-5718.8951691755
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	6.64020623207451	149.827508296781	1.25395049462006	2.41088727691048	68.4848286503606	NaN
HPD95.lower	-5861.00603221898	-5743.4843951518	-128.453803016513	3.41011382525162	49.7482337837873	0.887411827756738	1.94006709549983	59.2644883982384	-5743.4843951518
HPD95.upper	-5817.40440154662	-5711.87800526071	-100.288614150378	8.70973235410182	222.745016479902	1.40567829563637	2.63680846386066	72.7072818793537	-5711.87800526071
ACT	2567.83366217727	1640.54658173472	5340.0902885034	6485.85333253579	1293.78481944836	4297.35652519647	3222.1368149662	1391.83872280035	1640.54658173472
ESS	17524.8890388965	27430.492069549	8427.011074491	6938.3314257595	34782.445522268	10471.7864892401	13966.1977700571	32332.0505909326	27430.492069549
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
