trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5599.89246656782	-5489.239210782	-110.653255785817	7.15980822080905	133.607805320576	1.31791729716111	2.37091502361643	65.1708140078177	-5489.239210782
stderr.of.mean	0.0529494110104733	0.0442202448299019	0.0581030002941069	0.0199411195242272	0.185004477430131	0.00112247037379025	0.00142091637688645	0.0149413986419616	0.0442202448299019
stdev	6.22228830466676	5.11511906181635	4.54516477267593	1.3795142704179	32.8100896602832	0.097247697216182	0.13622320400405	2.43037471280611	5.11511906181635
variance	38.7168717463927	26.1644430165569	20.6585228107743	1.90305962228662	1076.50198351582	0.00945711461385022	0.0185567613091291	5.90672124464739	26.1644430165569
median	-5599.53758855353	-5488.87928284861	-110.660024401148	7.00740445753536	129.380425333038	1.31740335607122	2.36325067918441	65.1509468279263	-5488.87928284861
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	7.03296062392761	129.804482453188	1.31431290345476	2.36704400007192	65.1254948291416	NaN
HPD95.lower	-5629.27016572398	-5514.53874023282	-132.700157082533	3.2720065937848	47.7319989759888	0.969997653918867	1.91400080768706	55.904939404344	-5514.53874023282
HPD95.upper	-5590.36506463181	-5481.47143045586	-103.200921736952	9.62992213486067	193.974661523552	1.47897749706576	2.60657431554156	69.180730328355	-5481.47143045586
ACT	3258.62601839657	3363.12728987213	7353.77549786432	9402.84315645394	1430.74473892095	5995.1994438794	4896.06721756565	1700.78158100878	3363.12728987213
ESS	13809.8081049948	13380.7007946199	6119.44164097329	4785.89286785158	31452.8502365414	7506.17230022969	9191.25453150431	26459.0118463705	13380.7007946199
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
