trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5602.28569373447	-5508.0721410994	-94.2135526350689	10.8776675385396	158.302314883363	1.38539332487167	2.13876876274971	65.3822058839698	-5508.0721410994
stderr.of.mean	0.0774455904402329	0.0620821360549825	0.0879278122335737	0.0498997276100707	0.225600567765078	0.00161973441964768	0.00150541028367926	0.0205218611665888	0.0620821360549825
stdev	7.32648862646426	5.51219668449687	5.56311762290595	2.55863967559168	39.3273623177528	0.0916189888141108	0.115393623817305	2.43070354337698	5.51219668449687
variance	53.6774355937102	30.3843122885783	30.9482776862868	6.5466369895119	1546.64142687181	0.00839403911132016	0.0133156884176897	5.90831971578541	30.3843122885783
median	-5601.89178882488	-5507.60540316131	-94.2556927632332	10.4945472516978	153.095004045699	1.38529188346312	2.13280403236992	65.3414943621435	-5507.60540316131
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	10.6009754915118	153.693371911614	1.38234997755902	2.1356798830396	65.3370714029995	NaN
HPD95.lower	-5635.98310960987	-5540.62298232215	-116.706444080635	4.65447323858401	59.5387731397656	1.00242628825739	1.76376555533934	55.6270900006367	-5540.62298232215
HPD95.upper	-5590.90908120011	-5499.8748050252	-84.9193134901952	15.5860932539853	230.574232148361	1.5362732934001	2.33864421899137	69.482743688599	-5499.8748050252
ACT	5028.2185320525	5708.1635101305	11241.6112697143	17115.5399061141	1480.8233421097	14064.6570661194	7658.76327606793	3207.61337582009	5708.1635101305
ESS	8949.69057393589	7883.62139944571	4003.0738406011	2629.24805450774	30389.1752110606	3199.58032310675	5875.7528308283	14029.4339521186	7883.62139944571
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
