trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-6367.29635559829	-6252.338067615	-114.958287983296	4.92246917340918	177.47360030873	1.271153247054	2.83692665336332	77.800579966127	-6252.338067615
stderr.of.mean	0.0378546618289459	0.0283956109707014	0.038373844368271	0.00680219865783125	0.230455886324313	0.000743580360516127	0.00113726147272457	0.0146046481318074	0.0283956109707014
stdev	5.83587320881606	4.86988846597282	3.95248550769612	0.666358556897913	43.0127653872698	0.0941735230165808	0.14906117085001	2.68374119142273	4.86988846597282
variance	34.057416109377	23.7158136710151	15.6221416885478	0.444033726351069	1850.09798626031	0.00886865243735447	0.0222192326551759	7.20246678253911	23.7158136710151
median	-6366.93730227305	-6251.98594550021	-114.951278716086	4.86574881448205	171.996185945968	1.26948424275239	2.83122707423055	77.7481253563613	-6251.98594550021
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4.8784698424062	172.531080378683	1.26765807588501	2.83302924521837	77.7543293051907	NaN
HPD95.lower	-6396.83470873791	-6276.71430385254	-131.537691377878	2.81061815992995	72.0923594620482	0.930449354239306	2.30283007860285	67.1821171497228	-6276.71430385254
HPD95.upper	-6358.4092371399	-6244.9469650372	-108.481766638767	6.10830565462331	256.2502413427	1.42880454086568	3.09112009613732	82.2686720413209	-6244.9469650372
ACT	1893.3877355621	1529.94887687118	4241.72550796069	4689.16136665848	1291.79438923627	2805.5027556896	2619.41379591995	1332.64184375761	1529.94887687118
ESS	23767.450879067	29413.4011144407	10609.1259124486	9596.81198432886	34836.0392141084	16040.2622698328	17179.7980411092	33768.2628012881	29413.4011144407
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
