trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5727.69835063579	-5619.85861729407	-107.839733341717	7.7888041081774	141.275104958121	1.35287031112306	2.35407596969053	66.5865710108686	-5619.85861729407
stderr.of.mean	0.0529168818142109	0.0329981004683242	0.0405228986392675	0.0216438396248381	0.196759585895161	0.00127616801758579	0.00113123209135649	0.0146173717456296	0.0329981004683242
stdev	6.16709393121639	4.69021904358965	4.08456589623055	1.50693528638745	34.8213260304587	0.0984676394523635	0.129100145220287	2.43851064821433	4.69021904358965
variance	38.033047556446	21.998154676851	16.6836785606497	2.27085395735963	1212.5247465195	0.00969587601932065	0.0166668474958992	5.94633418145468	21.998154676851
median	-5727.32236538918	-5619.51752738622	-107.867095024074	7.58812064275228	136.720444938408	1.35201716725367	2.34831936376973	66.5440860582044	-5619.51752738622
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	7.65189892746767	137.231687229991	1.34927446162157	2.350560530329	66.5419472783074	NaN
HPD95.lower	-5755.87633703956	-5642.42320691406	-126.3931813723	3.79373312759754	53.6090393339383	0.954990156333738	1.91640049512763	57.5399117315543	-5642.42320691406
HPD95.upper	-5718.18393895625	-5612.78344043481	-101.076644945305	10.5024923472431	204.518685871555	1.51541278326621	2.57536941830196	70.6611717095571	-5612.78344043481
ACT	3313.14068095706	2227.43040263547	4429.1634384262	9283.07636782491	1436.7913422089	7558.59668870251	3455.11483133789	1616.969338687	2227.43040263547
ESS	13582.5804979101	20203.100373756	10160.1579227318	4847.63867245272	31320.4838294865	5953.61835712983	13024.4585771335	27830.4596898179	20203.100373756
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
