trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-6111.83079580079	-6001.55636785787	-110.274427942918	7.32797838526391	154.811491331145	1.50524745828746	2.5527472150792	73.2883873063657	-6001.55636785787
stderr.of.mean	0.054118422054893	0.0332395235558381	0.0463635610938819	0.0229399431189664	0.213049234054831	0.00155470730411938	0.00135273766641952	0.016214660145903	0.0332395235558381
stdev	6.3734389470832	4.95195222838673	4.27502687332546	1.51397227832417	37.5808442489304	0.110158771960551	0.14119020395563	2.58065900855289	4.95195222838673
variance	40.6207240121971	24.5218308722243	18.2758547676549	2.29211205953407	1412.31985446237	0.0121349550398568	0.0199346736930325	6.65980091842519	24.5218308722243
median	-6111.4236368044	-6001.17064745261	-110.299883411793	7.13402129272191	150.181363689164	1.50611057863132	2.54351613201115	73.250682752317	-6001.17064745261
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	7.1810548227261	150.492550424317	1.50118952917622	2.54888027920882	73.2429462530075	NaN
HPD95.lower	-6142.96774758005	-6026.84164613921	-128.012324904911	3.28364988461753	59.2318596217218	1.08800645242545	2.05306754515092	61.7289208448665	-6026.84164613921
HPD95.upper	-6102.07998940182	-5994.10661761775	-103.297776679043	10.1012145074098	223.145576770757	1.68560846997473	2.80020162882708	77.5866043243904	-5994.10661761775
ACT	3244.55472906786	2027.53892702294	5292.83538640306	10331.4514896288	1446.23678442844	8963.37610281477	4130.76556777917	1776.50718140029	2027.53892702294
ESS	13869.6997763168	22194.8882954743	8502.24817412697	4355.72872264599	31115.9282383932	5020.54130986073	10894.1064946937	25331.1669500425	22194.8882954743
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
