trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5116.4744712843	-5027.08762618724	-89.3868450970571	14.9306296806019	134.394621719529	1.25952420483318	1.82714021437058	56.9882327451847	-5027.08762618724
stderr.of.mean	0.0949549423632414	0.0415260254854564	0.0851192342172765	0.0713956224259459	0.194070129343673	0.00154493927685597	0.00113707501243603	0.022865546354164	0.0415260254854564
stdev	7.59695758074805	5.26511901092799	5.61215604760578	3.68141584912422	33.6076351584196	0.0818392532180461	0.095066679236627	2.23248907207415	5.26511901092799
variance	57.7137644836853	27.7214781992353	31.4962955026781	13.552822654183	1129.47314094144	0.00669766336728747	0.00903767350107974	4.9840074569305	27.7214781992353
median	-5116.12934733858	-5026.67484501378	-89.4615377722046	14.4116292635987	129.886862090855	1.26033046879325	1.8226512596759	56.9517866807715	-5026.67484501378
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	14.506400885271	130.449905861021	1.25684877099672	1.82468380743664	56.9445327272717	NaN
HPD95.lower	-5159.37360511101	-5065.09048865166	-112.931487374723	6.02267408213795	51.8507291311309	0.926796182657276	1.51411107257851	47.7973349423763	-5065.09048865166
HPD95.upper	-5104.64292853223	-5019.28549332498	-80.0441539528307	21.8029298058277	196.324654376254	1.39319203163348	1.99034386063728	60.7270224199596	-5019.28549332498
ACT	7030.20937888435	2799.21889705236	10351.6231402316	16924.8927925283	1500.5621801741	16036.59002695	6437.7498523381	4720.59776094725	2799.21889705236
ESS	6401.08957994383	16076.2704365089	4347.24094862995	2658.86470015728	29989.4270257956	2806.14519198746	6990.17529916238	9532.9028819795	16076.2704365089
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
