trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-6674.14494325058	-6555.1597693681	-118.985173882474	4.74009316133403	185.099703865109	1.4477839240871	3.00445544665021	83.6014556678764	-6555.1597693681
stderr.of.mean	0.0424669080680748	0.0282324588705631	0.0355255062523873	0.00787180285128931	0.24554967031883	0.00112066650662387	0.00124088087236165	0.0150272645261994	0.0282324588705631
stdev	5.85639658902501	4.85133740872966	3.75387359776612	0.721166299179242	44.8344500272694	0.115962880321316	0.154760921539992	2.80529325447634	4.85133740872966
variance	34.2973810079438	23.5354746533398	14.0915669880055	0.520080831071884	2010.12790924772	0.0134473896124159	0.0239509428359076	7.86967024361045	23.5354746533398
median	-6673.74335799072	-6554.80582464828	-118.98219492793	4.66950600648632	179.400284839864	1.44715170332722	2.99753180314187	83.5635426829927	-6554.80582464828
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4.68695946751033	179.953842431859	1.44311649645248	3.00049325016177	83.554416118425	NaN
HPD95.lower	-6705.17436479246	-6580.62222364323	-137.680175524941	2.55804056509076	72.4941365773822	1.012410772402	2.47328181704525	73.082162831632	-6580.62222364323
HPD95.upper	-6665.2182161942	-6547.87499196672	-112.839439107451	6.03451409719774	267.312565248751	1.64007760947741	3.2688375109641	88.2844503826145	-6547.87499196672
ACT	2366.20757077432	1524.00699518967	4030.26659648807	5361.54658633838	1349.79411653034	4202.6895523274	2893.01096467015	1291.26637352425	1524.00699518967
ESS	19018.1962714597	29528.0796886365	11165.7625922844	8393.28713745878	33339.1585049101	10707.6669451064	15555.0741250408	34850.2841262557	29528.0796886365
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
