trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-6338.26237804314	-6236.605168159	-101.657209884139	8.61514789138536	182.44558364211	1.59609614438246	2.5447438000142	77.3784497733721	-6236.605168159
stderr.of.mean	0.0732747597540742	0.0344675177336056	0.0655740717520747	0.0332318679750807	0.243628946977472	0.0018305141141871	0.00128433638029353	0.0193207802531572	0.0344675177336056
stdev	7.25985695609975	5.33689382623811	4.95188043598455	1.7941314318721	44.5995942752199	0.105021199955677	0.122620410745162	2.66817669952813	5.33689382623811
variance	52.7055230230299	28.4824357125384	24.5211198522865	3.21890759483142	1989.12380951423	0.0110294524401304	0.0150357651313121	7.11916689990481	28.4824357125384
median	-6337.90436184451	-6236.23022014026	-101.704893456569	8.39607251519747	176.822313073396	1.59756893375381	2.53965020331418	77.3379441981899	-6236.23022014026
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	8.43644512354455	177.294159539775	1.59260794345959	2.54180619202591	77.3324640022377	NaN
HPD95.lower	-6372.1674205714	-6269.66591681335	-124.286301971287	3.78260330418978	68.7836661576638	1.15518079500939	2.13003059259089	67.457282195469	-6269.66591681335
HPD95.upper	-6326.89759820712	-6228.54715275378	-93.3806976124842	11.903928730255	263.781025731402	1.76620243835868	2.75508855511612	81.8216879358504	-6228.54715275378
ACT	4584.2172658241	1876.96166702148	7891.08127796143	15438.7989469934	1342.79116118676	13671.1398181137	4936.78881743829	2359.56888769031	1876.96166702148
ESS	9816.50680814978	23975.4496805528	5702.76726532787	2914.79927645302	33513.0296510353	3291.6787187251	9115.43954261165	19071.7042569797	23975.4496805528
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
