trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-6153.65845712903	-6038.08789536497	-115.570561764062	5.26650532281764	159.62782534732	1.27248325921662	2.70854373618099	74.1965626612008	-6038.08789536497
stderr.of.mean	0.0413799084858785	0.032109569114832	0.0347324944439961	0.00773507177871676	0.206960416188663	0.000804111663360077	0.00108958777821676	0.0136664353781579	0.032109569114832
stdev	6.00607083349139	5.0666731217538	3.90910092563872	0.770898869826488	38.6225425286649	0.0968223165105888	0.145477915679638	2.62468778315932	5.0666731217538
variance	36.072886856916	25.6711765227024	15.2810700468295	0.594285067499757	1491.70079137853	0.00937456097447663	0.0211638239504917	6.88898595906581	25.6711765227024
median	-6153.28861977113	-6037.73124739558	-115.564961071745	5.19716261792553	154.682158641462	1.270824400957	2.70256035296507	74.162735587123	-6037.73124739558
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	5.21181668746582	155.211207647802	1.26879315100779	2.7046573658037	74.1501415060789	NaN
HPD95.lower	-6183.86832347553	-6067.11818458524	-132.394195452639	2.91239510492938	62.8842795203305	0.8963079892419	2.19644642270092	63.3222165801288	-6067.11818458524
HPD95.upper	-6144.51817913635	-6030.39433010485	-109.153144705576	6.62642299304972	230.206244730163	1.43414771354004	2.95925414971744	78.5805906321517	-6030.39433010485
ACT	2136.04631786384	1807.32266903956	3552.47227258508	4530.50268280052	1292.12750592646	3103.80407004421	2524.3107667292	1220.02215759063	1807.32266903956
ESS	21067.4270607593	24899.2616376103	12667.5161822596	9932.89335658946	34827.0583155291	14498.6600263589	17827.0443533023	36885.3956627071	24899.2616376103
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
