trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5708.36288792187	-5622.02690529301	-86.3359826288651	13.0961989108279	173.756741114934	1.45512229911495	2.09596387995083	67.1490039957752	-5622.02690529301
stderr.of.mean	0.117125096189286	0.0721867521222022	0.0890119675069423	0.0621856934930664	0.239638975211316	0.00164062426087682	0.00119900041233703	0.0250777877155625	0.0721867521222022
stdev	8.41645613696239	6.24150905933195	5.68332775811538	3.04602112692951	43.3034871441793	0.0865933151552028	0.101214015752806	2.45763908969624	6.24150905933195
variance	70.8367339054118	38.9564353377229	32.3002144061647	9.27824470570095	1875.19199884611	0.00749840222956828	0.0102442769848092	6.03998989520295	38.9564353377229
median	-5708.05479234873	-5621.68609710996	-86.4316274392428	12.6667705720331	168.265964871008	1.45507250740572	2.09116198028077	67.1069832108807	-5621.68609710996
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	12.768086446848	168.650569081472	1.45253796232744	2.09353511205527	67.10407823398	NaN
HPD95.lower	-5745.7398306231	-5655.18317040503	-109.540142493657	5.79386648455848	66.287127972658	1.07653966694348	1.74268641969233	57.4671855786172	-5655.18317040503
HPD95.upper	-5695.10784568055	-5612.35876718493	-76.7913849258104	18.5995240628736	252.501059291155	1.59851287494631	2.27028913863022	71.2777156551277	-5612.35876718493
ACT	8714.72938885327	6019.33213445191	11038.3436319062	18755.4571816535	1378.10300498768	16153.3290258227	6314.94926965356	4685.48708339855	6019.33213445191
ESS	5163.78627402468	7476.07857397248	4076.78919053808	2399.35500180821	32654.3080140821	2785.86537351288	7126.1063356838	9604.337649216	7476.07857397248
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
