trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5196.2904914945	-5092.93167310577	-103.358818388726	9.89892268725601	122.4898230505	1.25767216615174	2.02573916205907	58.0633466181327	-5092.93167310577
stderr.of.mean	0.0587080600118522	0.04086653806494	0.0440569699671633	0.0291544050511627	0.176190931942008	0.00113594176384017	0.000973493391650144	0.0155463948307434	0.04086653806494
stdev	6.61989269361576	5.16993234676974	4.44410766341421	2.07737674527179	30.7084015684907	0.0882136517670033	0.110597297430671	2.27229664098479	5.16993234676974
variance	43.8229792749874	26.7282004701761	19.7500929240169	4.31549414179601	943.005926891684	0.00778164835807012	0.0122317621989684	5.16333202463076	26.7282004701761
median	-5195.90332879007	-5092.50373206512	-103.400701366677	9.61056225419446	118.713282798337	1.25574710842588	2.01992436647277	58.0362970236319	-5092.50373206512
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	9.69693340031679	118.846644463187	1.25457867189564	2.02274313028877	58.0188897069899	NaN
HPD95.lower	-5230.82312230058	-5123.16909738441	-121.402445245583	4.7394559223871	44.4799921024498	0.936926038590791	1.61990827319359	48.776205604878	-5123.16909738441
HPD95.upper	-5186.15774013518	-5085.17951765852	-95.9855516766972	13.7028238834994	178.870675644366	1.40524905964863	2.21713457739886	61.8558484935052	-5085.17951765852
ACT	3539.20788717162	2811.76157184015	4422.54866414269	8863.19590509743	1481.37563286737	7461.96222022046	3486.4986374514	2106.40485509129	2811.76157184015
ESS	12714.9920079894	16004.5575879143	10175.3543979879	5077.28820189102	30377.845430666	6030.71935664001	12907.2185821634	21363.8892310898	16004.5575879143
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
