trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-6032.75613169902	-5917.32492757379	-115.431204125236	5.77164604944684	145.358945265772	1.36290292614803	2.66083025002795	71.4403685531498	-5917.32492757379
stderr.of.mean	0.0418068630101951	0.025769368081559	0.0365862289827963	0.00995661565674952	0.184453030162469	0.000903313128074995	0.00109802675654147	0.0142726931114177	0.025769368081559
stdev	5.83249846049987	4.54770146214967	3.90375401264983	0.916499177332136	34.7299645773189	0.0981118878433309	0.139486632201789	2.56087785682434	4.54770146214967
variance	34.0180382917334	20.6815885888383	15.2392953912797	0.839970742050482	1206.17043954183	0.00962594253618235	0.0194565205629973	6.55809539757321	20.6815885888383
median	-6032.37078456972	-5916.97109696407	-115.444473475575	5.68114601937133	141.054142498637	1.36162487719556	2.65524095454973	71.4004238356572	-5916.97109696407
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	5.70126695554884	141.424637285055	1.35935744931315	2.65719128277579	71.3944681313795	NaN
HPD95.lower	-6064.68571210766	-5944.22214492089	-131.960477124966	3.02178163221987	57.0735493774287	0.951363015515286	2.11089143642462	61.5128471027222	-5944.22214492089
HPD95.upper	-6023.85241022562	-5910.53559226103	-108.992178354536	7.41686581914194	208.905699957087	1.52405301446015	2.89743017170478	75.7205621665859	-5910.53559226103
ACT	2312.05632877918	1444.8945624467	3952.60051248135	5310.94544678705	1269.3325621135	3814.5726690883	2788.51626688248	1397.80515974763	1444.8945624467
ESS	19463.6261408741	31144.8331038064	11385.1627195559	8473.2559298315	35452.490027571	11797.1274645439	16137.9729193083	32194.0434159828	31144.8331038064
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
