trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-6191.68943372073	-6055.87331049113	-135.816123229597	3.43930659733442	116.201283328375	1.39586366350829	3.26512526234981	74.4919694387773	-6055.87331049113
stderr.of.mean	0.0300992998870968	0.0255457866406637	0.0223352290113121	0.00474804640932448	0.135703727176143	0.000942214003319537	0.00131811986260814	0.0137523708519758	0.0255457866406637
stdev	5.43741510154558	4.8324237922007	2.96831087496669	0.539483513029629	26.3117596825507	0.128011578328621	0.182003678056893	2.66072687887035	4.8324237922007
variance	29.5654829865159	23.3523197074274	8.81086945044549	0.29104246083079	692.308697592303	0.0163869641861847	0.033125338826237	7.07946752394315	23.3523197074274
median	-6191.33471401328	-6055.49924055147	-135.787327091841	3.38804038045379	113.131954848877	1.39204185316161	3.25517522175389	74.4633884256137	-6055.49924055147
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3.39845295599374	113.361905291359	1.38999495340006	3.26009325160765	74.4444722479438	NaN
HPD95.lower	-6226.42468293275	-6083.54516746046	-150.559434709919	1.78900495561423	47.0955773508709	0.932013359707221	2.64795286273773	63.3613095674013	-6083.54516746046
HPD95.upper	-6183.38282372233	-6048.55539690189	-130.961511805863	4.40738992819944	163.778654098599	1.61189179665577	3.57907923197335	78.937430810607	-6048.55539690189
ACT	1378.92397748629	1257.53779635099	2547.85416917375	3485.66840842613	1197.00586328058	2437.88445429485	2360.27166757788	1202.17327776075	1257.53779635099
ESS	32634.8665588038	35785.0079183145	17662.3138578584	12910.2928698599	37594.6362340011	18459.0372692689	19066.0255843262	37433.0396728016	35785.0079183145
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
