trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5795.63530453904	-5692.23851259208	-103.396791946963	7.64247527800664	159.749938721602	1.33450885305101	2.38303329687844	68.4319214630831	-5692.23851259208
stderr.of.mean	0.0502717404719823	0.0228790591441583	0.0463334198620456	0.0174625971325136	0.211410820634493	0.00108744706430274	0.00110101668699346	0.0147977219402935	0.0228790591441583
stdev	6.05683078671709	4.35563683281454	4.40978583217349	1.31814745774236	39.5468407331243	0.0907011074395536	0.122820911366184	2.47160424899515	4.35563683281454
variance	36.6851991789239	18.9715722193707	19.446211085638	1.73751272035265	1563.9526119711	0.00822669089076145	0.01508497626882	6.1088275636509	18.9715722193707
median	-5795.24977503819	-5691.9076820639	-103.445153225546	7.4901097353779	154.626971362449	1.33370469589631	2.37732031082644	68.3979731800348	-5691.9076820639
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	7.53351861809907	155.112676571761	1.33141830756667	2.37988764379311	68.3873249688344	NaN
HPD95.lower	-5827.03393836576	-5715.65808033362	-121.858986849251	3.91098460116878	55.3467924102215	0.938157120508455	1.94993182595365	58.2415438688385	-5715.65808033362
HPD95.upper	-5786.37803445038	-5685.70731631563	-96.1226896426611	10.0233900722047	232.519796503626	1.48553085540847	2.59344539639957	72.5745144025775	-5685.70731631563
ACT	3100.05554127892	1241.61088735714	4967.82434130362	7897.72832742172	1286.00704540061	6468.50002936292	3616.22700146556	1613.03715818848	1241.61088735714
ESS	14516.1915329539	36244.0442961867	9058.49259319647	5697.9675843941	34992.8098457513	6956.94516436945	12444.1856060923	27898.3033785399	36244.0442961867
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
