trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5323.03322715923	-5234.85034810284	-88.1828790563845	12.1674111952441	161.927264996344	1.23186331925805	1.90891765297651	60.9139657271106	-5234.85034810284
stderr.of.mean	0.0784496469654705	0.0372728169843337	0.0760609239416799	0.0439430144686463	0.227802551675666	0.00120662557151914	0.00103786267678788	0.019212805820032	0.0372728169843337
stdev	7.22145189074798	5.01669320546404	5.56169873857217	2.54711942788299	41.3300594322669	0.0795042681587531	0.098079785267874	2.32625930053125	5.01669320546404
variance	52.1493674103876	25.1672107177491	30.9324928586353	6.48781737989898	1708.17381267472	0.00632092865545893	0.00961964427819226	5.41148233330814	25.1672107177491
median	-5322.67871734155	-5234.46444358263	-88.2906798717113	11.8385598966694	156.279691537585	1.23133668049539	1.9048526056794	60.8780840360811	-5234.46444358263
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	11.9173807526248	156.971023750086	1.22928551305614	1.90641206384115	60.8695620957125	NaN
HPD95.lower	-5360.19214200658	-5266.83021800431	-109.176345316411	5.37515883220415	62.5371419380294	0.885567560456806	1.54180946533489	51.9260355877515	-5266.83021800431
HPD95.upper	-5311.80610389953	-5227.39052805002	-78.8954824128732	16.8077427180806	237.561494806234	1.36281222465418	2.0767620399735	64.80285702381	-5227.39052805002
ACT	5310.62280370797	2484.05874365256	8416.2918213542	13393.4847878019	1367.09162514189	10365.1758597272	5038.87157242059	3069.57221796269	2484.05874365256
ESS	8473.77071641757	18115.916185553	5346.89159492086	3359.91720698296	32917.3254904033	4341.55682537394	8930.76939017564	14660.349001291	18115.916185553
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
