trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5631.86142170101	-5533.1951129711	-98.6663087299135	8.87987404607574	159.486454209756	1.29824699589608	2.20496056626589	65.4787936540908	-5533.1951129711
stderr.of.mean	0.0572289216792418	0.0298207755353985	0.0554015112943934	0.0218703439531091	0.223496634791335	0.00101303782052062	0.00100689509887164	0.0154740018132299	0.0298207755353985
stdev	6.58579208111332	4.95610986182182	4.85013426849521	1.59708810890228	39.9570654263557	0.0840017605113748	0.113770194759926	2.4038151082739	4.95610986182182
variance	43.3726573356549	24.5630249624475	23.5238024224316	2.55069042759705	1596.56707748607	0.00705629576901037	0.0129436572157115	5.77832707476585	24.5630249624475
median	-5631.50173282718	-5532.88955415557	-98.6800669073773	8.70080346340224	154.387130285986	1.29767191781268	2.20041996967607	65.449806310948	-5532.88955415557
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	8.74260874238131	154.767753632954	1.29551736936546	2.20204192569627	65.4346904884432	NaN
HPD95.lower	-5663.35917627762	-5557.99818419882	-119.621327646942	4.46652824196108	58.0496214338643	0.951204543251014	1.77368929543519	55.594815033878	-5557.99818419882
HPD95.upper	-5621.61092642531	-5525.63643237225	-90.656718291815	11.773556262273	232.30443154223	1.43659628903485	2.39953209268117	69.4909624197348	-5525.63643237225
ACT	3398.03312562217	1629.17797992657	5871.48849782517	8438.51424097611	1407.88544992836	6544.65949985308	3524.71465545454	1864.72880480351	1629.17797992657
ESS	13243.2493552459	27621.905374653	7664.32566744679	5332.81081419311	31963.5379442907	6875.9879717211	12767.2746304046	24132.731732399	27621.905374653
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
