trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5745.6268214225	-5630.18767608684	-115.439145335663	6.85168277702485	124.697032319969	1.41315645519986	2.48942908669936	66.7736249852166	-5630.18767608684
stderr.of.mean	0.0529394501692587	0.0335042254483318	0.0490129956373709	0.0219849268085877	0.158523574907712	0.0014643784201783	0.00129345324392944	0.0149099473405484	0.0335042254483318
stdev	6.21609161836421	4.88987618749804	4.06917940262294	1.47522710791795	29.9417020682344	0.111553335078881	0.138067293635495	2.47191712673615	4.88987618749804
variance	38.6397950078977	23.9108891290604	16.5582210107308	2.17629501993595	896.505522742913	0.0124441465672211	0.0190625775718299	6.11037428145148	23.9108891290604
median	-5745.28903345228	-5629.80315659852	-115.503708881905	6.63839738264217	120.844418393655	1.41279307395944	2.48201084810036	66.7423893317113	-5629.80315659852
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	6.70469284340063	121.304255275771	1.40872722039803	2.48563084244328	66.7278934949511	NaN
HPD95.lower	-5778.8497578343	-5657.744179988	-132.850522406447	3.22914889473858	51.8803795424043	0.982414423118825	2.01209472172495	57.65930496925	-5657.744179988
HPD95.upper	-5735.98900311514	-5622.85601065687	-108.663504644708	9.53668723612475	179.11521652379	1.59679019802541	2.72867898283846	70.9130336288384	-5622.85601065687
ACT	3263.89780799813	2112.59356490559	6528.61912141777	9994.12538055269	1261.38383068755	7754.50421753355	3949.41124407533	1637.1818436448	2112.59356490559
ESS	13787.5027489298	21301.3050629126	6892.88181207721	4502.7451914468	35675.8973004046	5803.20788249095	11394.3565809987	27486.8672497711	21301.3050629126
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
