trace	posterior	likelihood	prior	b	nCarryingCapacity	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5778.78573479406	-5691.0656966152	-87.7200381788558	10.6456762419169	192.021931929904	1.31895589918354	2.10744134246759	68.2339709015339	-5691.0656966152
stderr.of.mean	0.0843063484785394	0.0441846632248647	0.0702769338935577	0.0359006492378078	0.280328021535902	0.00128010459582842	0.00106867268833762	0.0192573411566764	0.0441846632248647
stdev	7.39571558816131	5.19219828342474	5.22959910310445	2.06698489148758	48.9414608694702	0.0842400044785597	0.104201542759183	2.4669920264929	5.19219828342474
variance	54.6966090609722	26.9589230143988	27.3487067791908	4.27242654163793	2395.26659203788	0.00709637835454775	0.0108579615133939	6.08604965877956	26.9589230143988
median	-5778.38367279908	-5690.55390139461	-87.7700185935371	10.3945517882847	185.459394488364	1.31866872111095	2.10296713389661	68.1945104738603	-5690.55390139461
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	10.4560980382983	186.155615695875	1.31625530003979	2.1048790567573	68.1893942970108	NaN
HPD95.lower	-5824.41421232881	-5725.65219108992	-108.105309717784	5.38245080578359	61.7086022752285	1.00642919693749	1.74559940159967	58.9251068464559	-5725.65219108992
HPD95.upper	-5767.40862255114	-5683.51273830173	-79.1018200282754	14.3906160375213	281.307666431271	1.45861600143957	2.28600448378898	72.3391866965151	-5683.51273830173
ACT	5847.53283710584	3258.76522600533	8126.45864286094	13575.0836468329	1476.35799481742	10391.222988847	4733.18671070709	2742.01401672648	3258.76522600533
ESS	7695.72420601791	13809.2181789859	5537.59047793016	3314.97036561531	30481.0893820949	4330.67407448576	9507.54803274544	16411.6593589568	13809.2181789859
n.samples	45001	45001	45001	45001	45001	45001	45001	45001	45001
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
