Sample	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	D.treeLikelihood
0	-5639.378482874414	-5556.411953375551	-82.9665294988626	152.19204937750018	5.006141115880927	1.4006600773659206	1.9277605787150671	64.34074183088724	-5556.411953375551
1000	-5642.743272763678	-5556.194213704789	-86.54905905888837	109.51685398091348	5.006141115880927	1.4006600773659206	1.9277605787150671	63.66561115609496	-5556.194213704789
2000	-5645.758111248747	-5561.239280090797	-84.51883115794992	125.09727207948532	5.006141115880927	1.4006600773659206	1.9277605787150671	64.94402976858674	-5561.239280090797
3000	-5653.6924958809495	-5570.867748560761	-82.82474732018814	125.09727207948532	5.006141115880927	1.4006600773659206	1.9277605787150671	65.12303999874206	-5570.867748560761
4000	-5644.507221150952	-5562.90922599056	-81.59799516039251	122.49400770509166	5.006141115880927	1.4006600773659206	1.9277605787150671	64.94767508283846	-5562.90922599056
5000	-5647.101498920247	-5566.782914114754	-80.31858480549246	122.49400770509166	5.006141115880927	1.4006600773659206	1.9277605787150671	65.40253200996563	-5566.782914114754
6000	-5641.201398656754	-5553.995639524382	-87.20575913237192	122.49400770509166	5.006141115880927	1.4006600773659206	1.9277605787150671	63.67046440118652	-5553.995639524382
7000	-5646.665282456312	-5568.7754944241	-77.88978803221197	122.49400770509166	5.006141115880927	1.4006600773659206	1.9277605787150671	65.68496579417514	-5568.7754944241
8000	-5652.651078251848	-5570.493126036187	-82.1579522156609	176.65916752546573	5.006141115880927	1.4006600773659206	1.9277605787150671	64.8115495924283	-5570.493126036187
9000	-5644.915026704089	-5570.998349966592	-73.91667673749595	152.40246350211476	5.006141115880927	1.4006600773659206	1.9277605787150671	65.63579136314121	-5570.998349966592
10000	-5649.863892658437	-5573.666218692353	-76.19767396608364	152.40246350211476	5.006141115880927	1.4006600773659206	1.9277605787150671	65.98712328565267	-5573.666218692353
11000	-5648.5126377350025	-5565.088297622405	-83.42434011259806	152.40246350211476	5.006141115880927	1.4006600773659206	1.9277605787150671	65.05833057475962	-5565.088297622405
12000	-5646.522863008743	-5560.471389093987	-86.05147391475583	152.40246350211476	5.006141115880927	1.4006600773659206	1.9277605787150671	64.88778069430865	-5560.471389093987
13000	-5643.566791303849	-5561.163021775064	-82.4037695287841	183.17846136899033	5.006141115880927	1.4006600773659206	1.9277605787150671	64.02162080988309	-5561.163021775064
14000	-5643.858310272482	-5564.292545124333	-79.56576514814928	183.17846136899033	5.006141115880927	1.4006600773659206	1.9277605787150671	65.00883707825169	-5564.292545124333
15000	-5647.887661338946	-5567.120637765552	-80.7670235733941	229.97765541861432	5.006141115880927	1.4006600773659206	1.9277605787150671	66.4116196986142	-5567.120637765552
16000	-5643.992144783464	-5567.784063624028	-76.208081159436	109.52905852210557	5.006141115880927	1.4006600773659206	1.8966895565619684	64.92861669921372	-5567.784063624028
17000	-5646.126074711954	-5566.2052448192835	-79.9208298926702	143.91660943677172	5.006141115880927	1.4006600773659206	1.8966895565619684	64.92371373103971	-5566.2052448192835
18000	-5630.108531156728	-5553.664169934924	-76.44436122180345	108.11352489891739	5.006141115880927	1.4006600773659206	1.8754449227869232	65.56163563942609	-5553.664169934924
19000	-5633.439164674851	-5554.779496143429	-78.65966853142167	115.7379474094985	5.006141115880927	1.4006600773659206	1.8754449227869232	64.51110336818785	-5554.779496143429
20000	-5644.914365201524	-5565.5181887182935	-79.39617648323039	90.4679522011532	5.006141115880927	1.4006600773659206	1.8754449227869232	64.48030536517035	-5565.5181887182935
21000	-5639.454890252284	-5559.585917149709	-79.86897310257544	90.46181835817805	5.006141115880927	1.4006600773659206	1.8754449227869232	64.97368068007034	-5559.585917149709
22000	-5644.362519454886	-5564.716014715871	-79.64650473901443	114.3938984888729	5.006141115880927	1.4006600773659206	1.8836786857188896	65.09184545897976	-5564.716014715871
23000	-5640.010503883259	-5561.844381402924	-78.16612248033498	108.77088565026528	5.006141115880927	1.4006600773659206	1.8836786857188896	64.91278907924196	-5561.844381402924
24000	-5637.766220553129	-5560.304933299308	-77.46128725382076	149.35920063402364	5.006141115880927	1.4006600773659206	1.8836786857188896	64.84798395638411	-5560.304933299308
25000	-5648.809673755028	-5569.38405369202	-79.42562006300813	131.3005141322665	5.006141115880927	1.4006600773659206	1.902825363579357	65.26654449050591	-5569.38405369202
26000	-5649.562327804538	-5572.154333055337	-77.40799474920097	158.22841781616668	5.006141115880927	1.4006600773659206	1.902825363579357	65.71217715204585	-5572.154333055337
27000	-5652.860593324568	-5568.562676210512	-84.29791711405639	144.73471793006567	5.006141115880927	1.4006600773659206	1.902825363579357	65.02571766578988	-5568.562676210512
28000	-5652.808270252228	-5569.563598855098	-83.24467139713079	115.89151380573627	5.006141115880927	1.4006600773659206	1.8821917205083922	63.402557841457735	-5569.563598855098
29000	-5639.609785585376	-5563.292759561486	-76.31702602389068	100.23051511710543	5.006141115880927	1.4006600773659206	1.8895813578268805	64.57266979858497	-5563.292759561486
30000	-5645.182068066566	-5569.398150154149	-75.78391791241646	107.3552750263257	5.006141115880927	1.4006600773659206	1.8895813578268805	63.85836251729593	-5569.398150154149
31000	-5646.5259586569	-5568.856118935319	-77.66983972158182	136.51199721351458	5.148193373467005	1.4006600773659206	1.8895813578268805	64.52130018729324	-5568.856118935319
32000	-5634.943813234786	-5557.437924396467	-77.50588883831946	145.1397179127188	5.148193373467005	1.4006600773659206	1.8895813578268805	64.65801015524934	-5557.437924396467
33000	-5635.093222188442	-5555.901771253986	-79.1914509344557	126.04640538209247	5.148193373467005	1.4006600773659206	1.8895813578268805	63.96612258055543	-5555.901771253986
34000	-5633.265733404828	-5557.237630930213	-76.02810247461531	161.73921082231757	5.148193373467005	1.4006600773659206	1.8895813578268805	64.77879180745214	-5557.237630930213
35000	-5634.976935094136	-5557.090782234682	-77.88615285945453	109.75528355916917	5.148193373467005	1.4006600773659206	1.8895813578268805	64.25743470645094	-5557.090782234682
36000	-5634.308612451437	-5558.0055359503995	-76.30307650103757	90.23185325692161	5.148193373467005	1.4006600773659206	1.8930967367814309	65.53403548139967	-5558.0055359503995
37000	-5648.443258409559	-5565.112473358825	-83.33078505073405	119.70229223318864	5.148193373467005	1.4006600773659206	1.8930967367814309	63.78030519309868	-5565.112473358825
38000	-5638.348169881068	-5554.996706984508	-83.35146289656002	132.74086325686488	5.148193373467005	1.4006600773659206	1.8930967367814309	63.29402573272234	-5554.996706984508
39000	-5633.951820037739	-5558.72610057117	-75.22571946656927	143.59689138321977	5.148193373467005	1.4006600773659206	1.8930967367814309	64.6390736654982	-5558.72610057117
40000	-5641.923140935152	-5562.414455310658	-79.50868562449423	98.31610224443065	5.148193373467005	1.4006600773659206	1.8930967367814309	64.22964890917531	-5562.414455310658
41000	-5641.110806391904	-5562.287250043782	-78.82355634812254	92.94591410334922	5.148193373467005	1.4006600773659206	1.8809296345898399	64.20554437430371	-5562.287250043782
42000	-5640.0975301803965	-5558.336934044704	-81.76059613569251	103.09275550017112	5.148193373467005	1.4006600773659206	1.8619402338521762	63.10052938563837	-5558.336934044704
43000	-5641.798820087887	-5563.0297764330135	-78.76904365487329	95.72910350466128	5.148193373467005	1.4006600773659206	1.8878120982058202	64.05525572495651	-5563.0297764330135
44000	-5639.882790251953	-5557.162165813968	-82.72062443798531	87.28489589437444	5.148193373467005	1.4006600773659206	1.8878120982058202	63.85159099196862	-5557.162165813968
45000	-5643.40017623315	-5563.978415188552	-79.42176104459789	131.22406853636565	5.148193373467005	1.4006600773659206	1.8876121187005686	62.91944383073837	-5563.978415188552
46000	-5642.660465996494	-5561.0613307475805	-81.59913524891357	124.54553875450043	5.148193373467005	1.4006600773659206	1.8876121187005686	63.876965282095064	-5561.0613307475805
47000	-5634.521343002493	-5556.022047008689	-78.49929599380421	104.42711986713896	5.148193373467005	1.4006600773659206	1.8994505847323877	63.91624108854745	-5556.022047008689
48000	-5636.249656125076	-5555.552881225889	-80.69677489918783	117.66577089989437	5.148193373467005	1.4006600773659206	1.8994505847323877	64.12801167110266	-5555.552881225889
49000	-5642.815579736175	-5557.150991116479	-85.66458861969562	295.6187813503657	5.148193373467005	1.4006600773659206	1.9148398685372048	66.01977811884456	-5557.150991116479
50000	-5645.97309151735	-5562.02563500717	-83.94745651017992	121.15597015099019	4.993169578769051	1.4006600773659206	1.9148398685372048	65.52236399521591	-5562.02563500717
51000	-5655.752723368767	-5564.43880361814	-91.31391975062728	64.25511085388	4.710231231971238	1.4006600773659206	1.9097478805014083	63.55142878633381	-5564.43880361814
52000	-5635.512065840394	-5557.9874711292805	-77.52459471111337	110.52492640175659	4.75605128853627	1.4006600773659206	1.9204175774260017	65.89592456097425	-5557.9874711292805
53000	-5637.2192274642275	-5556.19238912926	-81.02683833496721	198.7663788139392	4.75605128853627	1.4006600773659206	1.9515824806381892	65.88762780329394	-5556.19238912926
54000	-5635.3083161269105	-5558.882690542566	-76.42562558434497	183.21489818996443	4.75605128853627	1.4006600773659206	1.9515824806381892	67.34808499357035	-5558.882690542566
55000	-5643.085797039166	-5563.958224841716	-79.12757219744968	140.13099131956832	4.396182834347871	1.4006600773659206	1.998452189630284	67.62922276556101	-5563.958224841716
56000	-5642.701146698438	-5562.988639680686	-79.71250701775213	146.34712733956542	4.396182834347871	1.4006600773659206	1.998452189630284	67.63660329557872	-5562.988639680686
57000	-5645.897370438825	-5561.245863415773	-84.6515070230521	160.41844020773996	4.553077667721116	1.4006600773659206	1.9867163323519617	66.58089378221258	-5561.245863415773
58000	-5649.316454096128	-5566.495665079261	-82.82078901686697	153.96256025643393	4.553077667721116	1.4006600773659206	1.9667302141195169	66.28487873950712	-5566.495665079261
59000	-5649.964497896069	-5567.4716184243525	-82.49287947171632	128.65440011992433	4.553077667721116	1.4006600773659206	1.9667302141195169	65.74010893685374	-5567.4716184243525
60000	-5648.0804426554805	-5565.069282659453	-83.01115999602698	122.61555944890485	4.553077667721116	1.4006600773659206	1.977502349786409	65.64346747442536	-5565.069282659453
61000	-5649.715503620939	-5568.650195644228	-81.06530797671101	168.61695436329592	4.553077667721116	1.4006600773659206	1.9536897611784987	65.94283080272946	-5568.650195644228
62000	-5647.0171147321025	-5564.031933625854	-82.98518110624781	191.11395639384295	4.553077667721116	1.4006600773659206	1.9492818964356962	65.98082543153282	-5564.031933625854
63000	-5643.980113518174	-5559.983837714595	-83.99627580357861	213.966898745826	4.553077667721116	1.4006600773659206	1.9748879451455819	67.47022974601816	-5559.983837714595
64000	-5644.164663643895	-5566.195131922398	-77.9695317214972	169.61421469688406	4.553077667721116	1.4006600773659206	1.9705953063178498	67.76332587884636	-5566.195131922398
65000	-5649.422371444229	-5566.223983747815	-83.19838769641366	172.6657490362903	4.553077667721116	1.4006600773659206	1.9705953063178498	66.17529544229839	-5566.223983747815
66000	-5644.258947582338	-5564.722545351414	-79.53640223092394	161.64173728698148	4.684426915290941	1.4006600773659206	1.9502507251552998	66.27806688546308	-5564.722545351414
67000	-5644.983862594109	-5566.210423235636	-78.77343935847293	179.02127826687132	4.684426915290941	1.4006600773659206	1.9502507251552998	66.57816192231702	-5566.210423235636
68000	-5649.624779188713	-5565.789385799093	-83.83539338961918	87.24282188841724	4.684426915290941	1.4006600773659206	1.9416788224364077	64.19430174958528	-5565.789385799093
69000	-5653.128710399168	-5564.080745477492	-89.04796492167546	78.4301166490833	4.132735667173667	1.4006600773659206	1.9756282835735952	66.0869630955176	-5564.080745477492
70000	-5660.961270427142	-5575.347564617022	-85.6137058101204	132.9230657218285	4.453661708587534	1.4006600773659206	1.9756282835735952	66.65295920386677	-5575.347564617022
71000	-5659.340675375742	-5570.186864357567	-89.1538110181748	80.52371640238746	4.302390372760059	1.4006600773659206	1.9519940503679607	64.1785822270642	-5570.186864357567
72000	-5664.571479947899	-5579.203213842692	-85.36826610520725	105.48127287941523	4.302390372760059	1.4006600773659206	2.010850996397875	66.19502089379922	-5579.203213842692
73000	-5687.614642576252	-5598.419979969566	-89.19466260668598	120.10545176661088	4.596505726262716	1.4006600773659206	1.9790279770202737	66.26024355565653	-5598.419979969566
74000	-5677.841512488381	-5589.325191626554	-88.51632086182691	190.7598776429231	4.596505726262716	1.4006600773659206	1.9790279770202737	65.75102217967606	-5589.325191626554
75000	-5668.92452571735	-5583.993858964317	-84.93066675303227	99.33262131195768	4.596505726262716	1.4006600773659206	1.9630822963607277	65.14856341146303	-5583.993858964317
76000	-5665.162473096131	-5583.188314129542	-81.97415896658954	116.07867438909638	4.596505726262716	1.4006600773659206	1.9683717641975187	65.35551224076565	-5583.188314129542
77000	-5666.30836321579	-5579.70697589859	-86.60138731720015	122.54157008134675	4.596505726262716	1.4006600773659206	1.9883562598500002	66.28667010717257	-5579.70697589859
78000	-5656.62768150573	-5566.801095727936	-89.82658577779458	66.20702782946213	4.248010316302413	1.4006600773659206	1.9906109550785531	65.48989552491133	-5566.801095727936
79000	-5666.6789491331	-5579.199079001473	-87.47987013162657	92.16281394162611	4.248010316302413	1.4006600773659206	1.9963330323948083	65.87110490638663	-5579.199079001473
80000	-5652.717128858737	-5568.149496066226	-84.56763279251129	141.52559399436436	4.248010316302413	1.4006600773659206	1.9918465483744567	65.7245708878919	-5568.149496066226
81000	-5655.021284720663	-5568.855524555913	-86.16576016475027	218.7238208595624	4.248010316302413	1.4006600773659206	2.013791288901594	67.53311336039087	-5568.855524555913
82000	-5665.029473279822	-5582.698636628461	-82.33083665136084	99.99524154586322	4.48836116832368	1.4105796383923561	1.9770141226160216	66.80246041585347	-5582.698636628461
83000	-5656.662062501239	-5572.465272509427	-84.19678999181154	100.17467575513903	4.520073984003708	1.4105796383923561	1.9724100145644559	65.35468119737966	-5572.465272509427
84000	-5648.441670533943	-5565.757182016371	-82.68448851757144	111.60864307999903	4.618339837739158	1.4105796383923561	1.9749524742258098	66.57146254719929	-5565.757182016371
85000	-5657.306730875266	-5570.895293612173	-86.41143726309276	166.55756601235876	4.618339837739158	1.4105796383923561	1.977746900690994	64.96602304133867	-5570.895293612173
86000	-5643.924829184688	-5558.960020121263	-84.96480906342498	170.14899241504042	4.618339837739158	1.4105796383923561	1.969455749684974	66.07664437952356	-5558.960020121263
87000	-5641.283539117693	-5559.065047155815	-82.21849196187887	160.1051312980451	4.618339837739158	1.4105796383923561	1.969455749684974	66.22808357597474	-5559.065047155815
88000	-5643.727994122102	-5559.845524249487	-83.88246987261479	160.1051312980451	4.618339837739158	1.4105796383923561	1.969455749684974	66.75755837140117	-5559.845524249487
89000	-5649.245686938538	-5562.624497201005	-86.62118973753243	135.4073434861125	4.618339837739158	1.4105796383923561	1.958478937021149	65.97051036093025	-5562.624497201005
90000	-5644.271519156594	-5563.390901132642	-80.88061802395166	124.7479288288187	4.618339837739158	1.4105796383923561	1.95070515407583	65.7677541148702	-5563.390901132642
91000	-5636.94834943602	-5558.059037292967	-78.88931214305266	117.23689303194082	4.618339837739158	1.4105796383923561	1.9405885004690515	66.06346202363818	-5558.059037292967
92000	-5642.969390134409	-5564.184982236545	-78.78440789786418	142.30849054424817	4.739679022320994	1.4105796383923561	1.9426320007605489	67.08703104546404	-5564.184982236545
93000	-5642.441035100178	-5560.864594890982	-81.57644020919665	127.6669187745422	4.953694306357929	1.4105796383923561	1.92467236935775	64.99972859973442	-5560.864594890982
94000	-5635.075845077758	-5552.739925033363	-82.33592004439438	90.13791785508583	4.953694306357929	1.4105796383923561	1.908428898337863	64.71325748901103	-5552.739925033363
95000	-5632.053342140601	-5551.899858522097	-80.15348361850356	149.58169043002238	4.984722813414317	1.4105796383923561	1.9083217789784543	64.89470003302257	-5551.899858522097
96000	-5640.829718229394	-5561.795316535781	-79.03440169361237	113.15291127398604	4.984722813414317	1.4105796383923561	1.9083217789784543	64.05970351402635	-5561.795316535781
97000	-5645.925412645382	-5568.641244642344	-77.28416800303782	132.1640926486811	5.170058683894777	1.4105796383923561	1.9083217789784543	64.88291675998926	-5568.641244642344
98000	-5637.6094906375665	-5563.248321966857	-74.3611686707101	127.65524114097228	5.065901309125584	1.4105796383923561	1.9298230369040588	66.67239082859969	-5563.248321966857
99000	-5643.878102382205	-5567.252966527949	-76.62513585425557	108.68201600717481	4.925548828236542	1.4105796383923561	1.916912692269744	64.5617304454927	-5567.252966527949
100000	-5645.508384700291	-5571.241505952151	-74.26687874813953	187.10313837743067	4.925548828236542	1.4105796383923561	1.9500327436758491	67.01046681722335	-5571.241505952151
101000	-5661.597409113325	-5584.691591420884	-76.90581769244113	146.60513351873954	4.889066947620988	1.4105796383923561	1.93597983759429	65.04642715215347	-5584.691591420884
102000	-5649.068315316964	-5572.436399040044	-76.63191627691955	139.8887266693043	4.889066947620988	1.4105796383923561	1.945023535178717	65.6754660223428	-5572.436399040044
103000	-5649.15095024335	-5567.892187422622	-81.25876282072807	205.71779423810634	4.889066947620988	1.4105796383923561	1.949240267579387	65.9173740067817	-5567.892187422622
104000	-5651.26453012168	-5571.532091275744	-79.73243884593532	149.63405629926294	4.833998407898356	1.4105796383923561	1.9349852528238898	65.87403059478552	-5571.532091275744
105000	-5644.3808073135515	-5572.896668102814	-71.48413921073752	150.43520803407048	4.833998407898356	1.4105796383923561	1.9469016747013812	66.97171434451565	-5572.896668102814
106000	-5648.692477511437	-5566.799785108359	-81.89269240307762	88.30925415786749	4.833998407898356	1.4083301205337206	1.944656951236458	65.12041562952457	-5566.799785108359
107000	-5651.62349116054	-5570.049233429319	-81.57425773122002	111.11509437535787	4.64604378009256	1.4083301205337206	1.9398194628892171	66.18621365950042	-5570.049233429319
108000	-5656.734427907708	-5573.907024009888	-82.82740389781974	96.59793270102207	4.64604378009256	1.4083301205337206	1.9254313438611308	65.91838498785694	-5573.907024009888
109000	-5647.086106810215	-5562.711198531981	-84.374908278234	143.34458236155876	4.64604378009256	1.4083301205337206	1.9340547798451588	65.80759524611061	-5562.711198531981
110000	-5652.040877880224	-5568.640542304732	-83.40033557549205	135.958396252002	4.533982758743222	1.39984492281654	1.9593570554470687	66.70462284658386	-5568.640542304732
111000	-5649.54471175912	-5572.737881216027	-76.8068305430936	146.65219514986347	4.533982758743222	1.39984492281654	1.9489963542924342	66.80204151184819	-5572.737881216027
