Sample	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	D.treeLikelihood
0	-4790.662846760604	-4740.499405111632	-50.16344164897224	114.16988289457372	9.012646561897434	1.13777791361699	1.4321416055835166	48.882239850802904	-4740.499405111632
1000	-4796.542801461817	-4742.226612403405	-54.31618905841264	81.16894719116246	9.012646561897434	1.13777791361699	1.4321416055835166	48.20921788649841	-4742.226612403405
2000	-4799.00959355424	-4738.507280101689	-60.50231345255169	144.91488859324477	9.012646561897434	1.13777791361699	1.4393335215873106	48.04117162227906	-4738.507280101689
3000	-4801.062746254708	-4738.825522319852	-62.23722393485622	144.91488859324477	9.012646561897434	1.13777791361699	1.4393335215873106	48.56931610211039	-4738.825522319852
4000	-4786.191034277182	-4735.542910282929	-50.648123994252074	144.91488859324477	9.012646561897434	1.13777791361699	1.4393335215873106	48.26389419653052	-4735.542910282929
5000	-4800.660951876536	-4740.567043081785	-60.09390879475074	144.91488859324477	9.012646561897434	1.13777791361699	1.4393335215873106	47.65019581075724	-4740.567043081785
6000	-4785.0776312004355	-4731.061316762995	-54.01631443744031	144.91488859324477	9.012646561897434	1.13777791361699	1.4393335215873106	48.40233093305874	-4731.061316762995
7000	-4787.303347057014	-4733.868861255363	-53.43448580165136	118.42316948280576	9.012646561897434	1.13777791361699	1.4268319715011546	48.44608667149682	-4733.868861255363
8000	-4786.210504832925	-4733.414382365961	-52.79612246696422	118.42316948280576	9.012646561897434	1.13777791361699	1.4279383243716635	48.84503733751336	-4733.414382365961
9000	-4790.262556078217	-4734.511997738735	-55.75055833948262	87.69376114738377	9.012646561897434	1.13777791361699	1.4279383243716635	48.55186624646917	-4734.511997738735
10000	-4791.242200006	-4740.886163844114	-50.35603616188576	87.69376114738377	9.012646561897434	1.13777791361699	1.4279383243716635	48.78500884536419	-4740.886163844114
11000	-4781.184522812952	-4729.310437844721	-51.874084968232	87.69376114738377	9.012646561897434	1.13777791361699	1.4279383243716635	48.66617700349802	-4729.310437844721
12000	-4798.478661765233	-4735.496154600599	-62.98250716463411	87.69376114738377	9.012646561897434	1.13777791361699	1.4279383243716635	47.57566300925336	-4735.496154600599
13000	-4792.390644015919	-4732.291791948373	-60.09885206754577	87.69376114738377	9.012646561897434	1.13777791361699	1.4279383243716635	48.492622378715154	-4732.291791948373
14000	-4786.476547799892	-4726.42820364943	-60.04834415046233	87.69376114738377	9.012646561897434	1.13777791361699	1.4279383243716635	47.37712477044261	-4726.42820364943
15000	-4788.648513454796	-4734.877387485484	-53.771125969311434	155.7740429678787	9.012646561897434	1.13777791361699	1.4330726769961313	48.42309829225003	-4734.877387485484
16000	-4783.450999978129	-4731.152012248691	-52.29898772943837	111.07851059614461	9.012646561897434	1.13777791361699	1.4424171302362887	49.079947072841996	-4731.152012248691
17000	-4798.214777512568	-4738.968768593111	-59.246008919456756	133.63982317672333	9.012646561897434	1.13777791361699	1.4424171302362887	48.723002747766635	-4738.968768593111
18000	-4784.869480179506	-4735.5807056931235	-49.288774486383176	138.02131126867167	9.012646561897434	1.13777791361699	1.4350832829633868	48.981668260359456	-4735.5807056931235
19000	-4787.710959337497	-4732.562880549038	-55.14807878845889	93.4284425099755	9.012646561897434	1.13777791361699	1.432887453080942	48.765618293417475	-4732.562880549038
20000	-4790.533722127327	-4729.858627055712	-60.67509507161499	139.22355625538472	9.012646561897434	1.13777791361699	1.432887453080942	48.15450475989096	-4729.858627055712
21000	-4784.685519883715	-4731.033263925718	-53.65225595799723	108.45593581042071	9.012646561897434	1.13777791361699	1.432887453080942	48.559379376665305	-4731.033263925718
22000	-4790.614792661086	-4736.371559790606	-54.24323287048011	109.09777950862988	9.012646561897434	1.13777791361699	1.4305801630684434	49.32636370725917	-4736.371559790606
23000	-4791.09405194746	-4729.902316638479	-61.19173530898149	83.69366837091015	8.571654896938384	1.13777791361699	1.4305801630684434	48.65387275262201	-4729.902316638479
