trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-50007.411514936	-49732.5121944798	-274.899320456178	5305.2887238172	0.167366351807242	63.7609077056461	41.1150641841714	342.499857937948	3052.39156179025	-49732.5121944798
stderr.of.mean	0.0546825315773556	0.050853502081278	0.0241973327527041	17.4844688265048	0.000618999115782469	0.0771922764125961	0.0446812927903064	1.15966986131292	2.32899279089185	0.050853502081278
stdev	5.28788546069976	4.79672429300918	2.68391614686037	1985.16259083242	0.0504381071001648	6.20947115700178	3.57113133438732	154.083427614115	309.449442536082	4.79672429300918
variance	27.9617326454799	23.0085639431444	7.20340588337784	3940870.51204047	0.00254400264784769	38.557532049637	12.752979007443	23741.7026653142	95758.957485892	23.0085639431444
median	-50007.0846835185	-49732.1840769209	-274.87722683158	4903.1250098677	0.160990190774126	64.3006689259158	41.1160742379197	290.613928257293	2951.95441736814	-49732.1840769209
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4992.28785255854	0.160483354818671	63.4544976535549	40.9588332114372	317.210780200528	3038.38040368863	NaN
HPD95.lower	-50032.5158147182	-49759.0202252833	-290.700392889049	1582.2156737935	0.0317857703406633	49.8185739800415	27.2133617779133	165.974754587602	2625.06776310026	-49759.0202252833
HPD95.upper	-49999.2854841413	-49725.252715107	-270.574390632608	9063.47368933551	0.255125364628765	72.9445609336278	46.9350315690433	656.016707840182	3680.41532905627	-49725.252715107
ACT	1887.88817741773	1984.24520869267	1434.96143084571	1369.4804657637	2658.92213315191	2728.23382883131	2763.64933413495	1000	1000	1984.24520869267
ESS	9351.71913844425	8897.58983549826	12303.4665744255	12891.7501500502	6639.90862307487	6471.21951697331	6388.29238642397	17655	17655	8897.58983549826
n.samples	17655	17655	17655	17655	17655	17655	17655	17655	17655	17655
chain.length	19616000	19616000	19616000	19616000	19616000	19616000	19616000	19616000	19616000	19616000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
