trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-50366.8161338868	-50065.5073672388	-301.308766647965	3594.71845332069	0.091929501068638	69.5328228290313	41.7666295740535	530.457219829424	4011.9620899946	-50065.5073672388
stderr.of.mean	0.0669696802989019	0.0634874069129152	0.0236772111961888	8.16700007781449	0.000225724352927412	0.0405274720529467	0.0288039132755906	1.73876413446456	4.11659675104235	0.0634874069129152
stdev	5.23830533269988	4.68753254394095	2.79739540113317	1101.0717922155	0.0274463705268456	5.36711801312165	3.7428099922361	223.942120770061	497.88793970008	4.68753254394095
variance	27.439842758592	21.9729613505055	7.82542103028103	1212359.09161265	0.0007533032550969	28.8059557667748	14.0086266379824	50150.0734549927	247892.400498791	21.9729613505055
median	-50366.474478412	-50065.1816053478	-301.046535732389	3400.56202854743	0.0879541486979849	69.282128068596	41.585112028099	473.290535794808	3906.07372511499	-50065.1816053478
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3445.48686562288	0.0882629803008144	69.3284454317876	41.6002838683745	492.648338749315	3983.69621372849	NaN
HPD95.lower	-50390.8073867901	-50088.8494937395	-316.032464959296	1134.18385570365	0.0237561459523412	53.4770694920485	28.9485626790669	210.326899430925	3136.15436964184	-50088.8494937395
HPD95.upper	-50358.7423876531	-50058.4182790066	-297.215230951891	5634.78132383787	0.140821252503975	78.9140464039537	48.2463404846246	969.301198332698	4964.73330625402	-50058.4182790066
ACT	3173.3080012662	3561.42645204936	1390.88356863089	1068.14752752327	1313.18037313971	1107.01660236157	1149.85961883333	1170.43464122766	1327.2441951618	3561.42645204936
ESS	6118.53623797398	5451.74812997398	13959.4718335137	18177.2643756618	14785.4783677416	17539.0323492713	16885.5394884637	16588.7092846421	14628.8076231767	5451.74812997398
n.samples	19416	19416	19416	19416	19416	19416	19416	19416	19416	19416
chain.length	21572000	21572000	21572000	21572000	21572000	21572000	21572000	21572000	21572000	21572000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
