trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-51424.9231842223	-51098.9279574466	-325.995226775744	4686.98183253692	0.123416217195317	61.8045595850591	42.4418055872188	1449.32980167219	7817.08841600597	-51098.9279574466
stderr.of.mean	0.103610897203763	0.0899370294199628	0.038206212970831	12.2868264302826	0.000501711276954327	0.0524809439963986	0.0331360128064705	5.55183867385789	13.5046144993085	0.0899370294199628
stdev	6.46773109978617	4.87726993637473	3.84501755527674	1600.31885242681	0.0540469968420952	5.79884524936301	3.6978378128118	742.794653749472	1738.10458819329	4.87726993637473
variance	41.8315455791413	23.7877620322648	14.7841600003863	2561020.42943266	0.00292107786764945	33.6266062260599	13.6740044898608	551743.897638798	3021007.55949857	23.7877620322648
median	-51424.5437089261	-51098.5358062424	-325.668177866805	4378.745420935	0.112136756114238	61.281106937513	42.420956412356	1280.95502296566	7525.7199881191	-51098.5358062424
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4449.7986872281	0.113896170898738	61.537488468864	42.2797956691522	1291.77495940297	7641.54359607065	NaN
HPD95.lower	-51457.0869123825	-51119.7898756313	-345.356045803589	1402.14152133405	0.0261480732043699	42.788841405696	28.3068702421935	280.481080066003	4245.0868556685	-51119.7898756313
HPD95.upper	-51414.9984942911	-51091.6208644195	-320.286256521088	7697.59040037971	0.225815018860682	71.8796446171924	48.5529630185666	2878.21363384233	11083.6581422404	-51091.6208644195
ACT	4671.68749156417	6189.99528333678	1797.37276194095	1073.08278855797	1568.6693711396	1491.03234194007	1461.74496356324	1016.95787263002	1098.95370188598	6189.99528333678
ESS	3896.87881153724	2941.03616670066	10128.6724632128	16965.1402427806	11605.3773567177	12209.6613788487	12454.2929538285	17901.4298329967	16565.7570184779	2941.03616670066
n.samples	18205	18205	18205	18205	18205	18205	18205	18205	18205	18205
chain.length	20227000	20227000	20227000	20227000	20227000	20227000	20227000	20227000	20227000	20227000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
