trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-41829.1760968684	-41563.8841504846	-265.291946383776	1511.39596577012	0.173196673392881	61.7014768711628	38.9154511025252	102.685077085312	1767.672777944	-41563.8841504846
stderr.of.mean	0.0458685067484999	0.0442795406078451	0.0165946261541003	3.2961461241947	0.000437787937246068	0.0422761462923994	0.029107349927203	0.0190714265426527	0.148118442654707	0.0442795406078451
stdev	4.98615960431185	4.6933707179873	1.913685277059	395.908280141105	0.0407927827972662	4.7829127932732	2.82737548368194	2.460464883132	18.8383275875379	4.6933707179873
variance	24.8617875996714	22.0277286964606	3.66219133963237	156743.366284288	0.00166405112834494	22.8762547880564	7.99405212572568	6.05388744112576	354.882586295393	22.0277286964606
median	-41828.8134736859	-41563.5545407369	-265.195332313892	1452.18266568409	0.170613735684055	61.6453641703016	38.8604775028849	102.630537426558	1767.78334027718	-41563.5545407369
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1463.76742506027	0.16834189137636	61.5187900621707	38.8126564987067	102.655650140969	1767.57238692304	NaN
HPD95.lower	-41853.1400166103	-41588.4570792934	-280.294019760048	640.596306597853	0.0386315958217706	50.2889044437378	28.7696908906334	93.7475060374839	1700.16254893841	-41588.4570792934
HPD95.upper	-41821.5850700571	-41556.7943935714	-262.423891668707	2233.41142507113	0.243427331689127	70.0655914792004	43.566479752658	106.842232752098	1798.64292825476	-41556.7943935714
ACT	1487.02423001853	1564.07540679723	1321.34159930411	1217.99340460637	2023.86765208734	1372.86253173469	1862.34248750149	1055.7308445705	1086.31250264695	1564.07540679723
ESS	11817.5613048222	11235.3917999289	13299.3618071624	14427.8285362959	8682.8800202799	12800.2619299366	9435.96578928714	16645.3410832656	16176.7446818305	11235.3917999289
n.samples	17573	17573	17573	17573	17573	17573	17573	17573	17573	17573
chain.length	19524000	19524000	19524000	19524000	19524000	19524000	19524000	19524000	19524000	19524000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
