trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-51303.118145259	-50997.3589791426	-305.75916611633	6188.34912522266	0.104211649236168	67.4475455134501	44.8718764814935	732.029578197143	5050.96103752522	-50997.3589791426
stderr.of.mean	0.0761852085821548	0.0667865005461817	0.0328164978105173	18.0891327298811	0.000338688488011428	0.0366647219461342	0.0366020292003319	3.23509187067202	8.05140047325174	0.0667865005461817
stdev	5.58397301965405	4.53067395714382	3.14343279932372	2217.57589963252	0.0376575803816615	4.48752384840732	4.25860275713376	378.28018893871	859.029863699048	4.53067395714382
variance	31.1807546842244	20.5270065059413	9.88116976386418	4917642.87063099	0.0014180933602013	20.1378702900245	18.1356974430673	143095.901343506	737932.306726805	20.5270065059413
median	-51302.7163697945	-50996.9430270934	-305.486070992966	5760.17929293252	0.0990473989561601	66.8804769895764	44.8051047535725	643.990100606883	4890.88558666668	-50996.9430270934
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	5842.04586819766	0.098080376975428	67.3016325493813	44.6687798325481	651.92000820528	4984.69987409123	NaN
HPD95.lower	-51328.5163098727	-51019.3891561133	-325.16800947875	1958.11924402915	0.0212225151544863	53.3063369233245	29.5825609049502	205.520501896103	3579.58299275589	-51019.3891561133
HPD95.upper	-51294.6059297599	-50990.5111449973	-301.080454921273	10398.6075354048	0.170861364999483	75.8376683334093	52.0108477875945	1471.47058995697	6684.54081989117	-50990.5111449973
ACT	3197.62327419749	3732.71088413583	1872.18472860907	1143.01282039562	1389.53229165233	1146.7159395433	1268.96212960932	1256.3731284878	1509.03367120831	3732.71088413583
ESS	5372.4277461395	4602.28518447851	9175.91076216238	15029.5777032964	12363.1527696071	14981.0423031547	13537.8350536662	13673.4856950316	11384.1064833526	4602.28518447851
n.samples	17179	17179	17179	17179	17179	17179	17179	17179	17179	17179
chain.length	19087000	19087000	19087000	19087000	19087000	19087000	19087000	19087000	19087000	19087000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
